3
1.44800,5
1.360200,5418
1.60200,5421
1.60200,5424
1.60200,5426
1.60200,5428
1.60200,5431
1.60200,5433
1.60200,5436
1.60200,5438

1.60200,5418
1.60200,5421
1.60200,5424
1.60200,5426
1.60200,5428
1.60200,5431
1.60200,5433
1.60200,5436
1.60200,5438

1.60200,5418
1.60200,5421
1.60200,5424
1.60200,5426
1.60200,5428
1.60200,5431
1.60200,5433
1.60200,5436
1.60200,5438
power,time
1.96600,3
1.96600,5
1.96600,7
1.96600,9
1.96600,12
1.96600,14
1.96600,16
1.96600,19
1.96600,21
1.96600,23
1.96600,26
1.96600,28
1.96600,30
1.96600,32
1.96600,35
1.96600,37
1.96600,39
1.96600,43
1.96600,45
1.96600,47
1.96600,50
1.96600,52
1.96600,54
1.96600,56
1.96600,59
1.96600,61
1.96600,63
1.96600,66
2.03400,68
2.03400,70
2.03400,73
2.03400,75
2.03400,77
2.03400,80
2.03400,82
2.03400,84
2.03400,87
2.03400,90
2.03400,92
2.03400,94
2.03400,97
2.03400,99
2.03400,101
2.03400,104
2.03400,106
2.03400,108
2.03400,111
2.03400,113
2.03400,115
2.03400,118
2.03400,120
2.03400,123
2.03400,125
2.03400,128
2.03400,131
2.03400,133
2.00600,135
2.00600,138
2.00600,140
2.00600,142
2.00600,145
2.00600,147
2.00600,149
2.00600,152
2.00600,154
2.00600,156
2.00600,159
2.00600,161
2.00600,163
2.00600,166
2.00600,168
2.00600,172
2.00600,174
2.00600,176
2.00600,179
2.00600,181
2.00600,183
2.00600,186
2.00600,188
2.00600,190
2.00600,193
2.00600,195
2.00600,197
1.96600,200
1.96600,202
1.96600,204
1.96600,207
1.96600,209
1.96600,211
1.96600,215
1.96600,217
1.96600,220
1.96600,222
1.96600,224
1.96600,227
1.96600,229
1.96600,231
1.96600,234
1.96600,236
1.96600,238
1.96600,241
1.96600,243
1.96600,246
1.96600,248
1.96600,250
1.96600,253
1.96600,256
1.96600,258
1.96600,261
1.96600,263
1.96600,265
1.99800,268
1.99800,270
1.99800,273
1.99800,275
1.99800,277
1.99800,280
1.99800,282
1.99800,284
1.99800,287
1.99800,289
1.99800,291
1.99800,294
1.99800,296
1.99800,300
1.99800,302
1.99800,304
1.99800,307
1.99800,309
1.99800,311
1.99800,314
1.99800,316
1.99800,318
1.99800,321
1.99800,323
1.99800,326
1.99800,328
1.99800,330
1.98200,333
1.98200,335
1.98200,337
1.98200,340
1.98200,343
1.98200,345
1.98200,348
1.98200,350
1.98200,353
1.98200,355
1.98200,357
1.98200,360
1.98200,362
1.98200,364
1.98200,367
1.98200,369
1.98200,371
1.98200,374
1.98200,376
1.98200,379
1.98200,381
1.98200,384
1.98200,387
1.98200,389
1.98200,391
1.98200,394
1.98200,396
1.97600,398
1.97600,401
1.97600,403
1.97600,406
1.97600,408
1.97600,410
1.97600,413
1.97600,415
1.97600,417
1.97600,420
1.97600,422
1.97600,424
1.97600,428
1.97600,430
1.97600,433
1.97600,435
1.97600,437
1.97600,440
1.97600,442
1.97600,444
1.97600,447
1.97600,449
1.97600,451
1.97600,454
1.97600,456
1.97600,459
1.97600,461
1.94600,463
1.94600,466
1.94600,468
1.94600,471
1.94600,474
1.94600,476
1.94600,478
1.94600,481
1.94600,483
1.94600,486
1.94600,488
1.94600,490
1.94600,493
1.94600,495
1.94600,497
1.94600,500
1.94600,502
1.94600,504
1.94600,507
