power,current,time
0.32200,61.50000,5
0.32200,61.50000,11
0.32200,61.50000,16
0.32200,61.50000,21
0.32200,61.50000,25
0.32200,61.50000,30
0.32200,61.50000,35
0.32200,61.50000,40
0.32200,61.50000,45
0.32200,61.50000,50
0.32200,61.50000,55
0.32200,61.50000,60
0.32200,61.50000,65
0.30400,58.30000,70
0.30400,58.30000,75
0.30400,58.30000,79
0.30400,58.30000,84
0.30400,58.30000,89
0.30400,58.30000,95
0.30400,58.30000,100
0.30400,58.30000,105
0.30400,58.30000,110
0.30400,58.30000,115
0.30400,58.30000,119
0.30400,58.30000,124
0.30400,58.30000,129
0.28600,54.50000,134
0.28600,54.50000,140
0.28600,54.50000,145
0.28600,54.50000,150
0.28600,54.50000,155
0.28600,54.50000,160
0.28600,54.50000,165
0.28600,54.50000,169
0.28600,54.50000,174
0.28600,54.50000,180
0.28600,54.50000,185
0.28600,54.50000,190
0.28600,54.50000,195
0.28600,66.80000,200
0.34800,66.80000,205
0.34800,66.80000,210
0.34800,66.80000,214
0.34800,66.80000,219
0.34800,66.80000,225
0.34800,66.80000,230
0.34800,66.80000,235
0.34800,66.80000,240
0.34800,66.80000,245
0.34800,66.80000,250
0.34800,66.80000,255
0.34800,66.80000,260
0.34800,67.70000,265
0.35000,67.70000,270
0.35000,67.70000,275
0.35000,67.70000,280
0.35000,67.70000,285
0.35000,67.70000,290
0.35000,67.70000,295
0.35000,67.70000,300
0.35000,67.70000,306
0.35000,67.70000,310
0.35000,67.70000,315
0.35000,67.70000,320
0.35000,67.70000,325
0.35000,67.40000,330
0.35000,67.40000,335
0.35000,67.40000,340
0.35000,67.40000,345
0.35000,67.40000,351
0.35000,67.40000,355
0.35000,67.40000,360
0.35000,67.40000,365
0.35000,67.40000,370
0.35000,67.40000,375
0.35000,67.40000,380
0.35000,67.40000,385
0.35000,67.40000,390
0.35000,67.40000,396
0.30400,58.70000,400
0.30400,58.70000,405
0.30400,58.70000,410
0.30400,58.70000,415
0.30400,58.70000,420
0.30400,58.70000,425
0.30400,58.70000,430
0.30400,58.70000,436
0.30400,58.70000,441
0.30400,58.70000,446
0.30400,58.70000,450
0.30400,58.70000,455
0.30400,58.70000,460
0.28200,54.70000,465
0.28200,54.70000,470
0.28200,54.70000,475
0.28200,54.70000,481
0.28200,54.70000,486
0.28200,54.70000,491
0.28200,54.70000,496
0.28200,54.70000,500
0.28200,54.70000,505
0.28200,54.70000,510
0.28200,54.70000,515
0.28200,54.70000,521
0.28200,54.70000,526
0.28200,57.00000,531
0.29200,57.00000,536
0.29200,57.00000,541
0.29200,57.00000,545
0.29200,57.00000,550
0.29200,57.00000,555
0.29200,57.00000,560
0.29200,57.00000,566
0.29200,57.00000,571
0.29200,57.00000,576
0.29200,57.00000,581
0.29200,57.00000,586
0.29200,57.00000,591
0.29200,59.70000,595
0.30400,59.70000,600
0.30400,59.70000,606
0.30400,59.70000,611
0.30400,59.70000,616
0.30400,59.70000,621
0.30400,59.70000,626
0.30400,59.70000,631
0.30400,59.70000,636
0.30400,59.70000,641
0.30400,59.70000,645
0.30400,59.70000,651
0.30400,59.70000,656
0.30400,82.90000,661
0.42000,82.90000,666
0.42000,82.90000,671
0.42000,82.90000,676
0.42000,82.90000,681
0.42000,82.90000,686
0.42000,82.90000,691
0.42000,82.90000,696
0.42000,82.90000,701
0.42000,82.90000,706
0.42000,82.90000,711
0.42000,82.90000,716
0.42000,82.90000,721
0.42000,83.70001,726
0.42200,83.70001,731
0.42200,83.70001,737
0.42200,83.70001,741
0.42200,83.70001,746
0.42200,83.70001,751
0.42200,83.70001,756
0.42200,83.70001,761
0.42200,83.70001,766
0.42200,83.70001,771
0.42200,83.70001,777
0.42200,83.70001,782
0.42200,83.70001,787
0.42200,83.70001,791
0.42200,83.80000,796
0.42200,83.80000,801
0.42200,83.80000,806
0.42200,83.80000,811
0.42200,83.80000,816
0.42200,83.80000,822
0.42200,83.80000,827
0.42200,83.80000,832
0.42200,83.80000,836
0.42200,83.80000,841
0.42200,83.80000,846
0.42200,83.80000,851
0.42200,83.80000,856
0.42200,83.70001,862
0.42200,83.70001,867
0.42200,83.70001,872
0.42200,83.70001,877
0.42200,83.70001,882
0.42200,83.70001,886
0.42200,83.70001,891
0.42200,83.70001,896
0.42200,83.70001,901
0.42200,83.70001,907
0.42200,83.70001,912
0.42200,83.70001,917
0.42200,83.70001,922
0.42200,93.00000,927
0.46600,93.00000,931
0.46600,93.00000,936
0.46600,93.00000,941
0.46600,93.00000,947
0.46600,93.00000,952
