,power,current,time
1058,0.636,122.80001000000001,5373
1059,0.636,122.80001000000001,5378
1060,0.636,122.80001000000001,5383
1061,0.636,122.80001000000001,5388
1062,0.636,122.80001000000001,5393
1063,0.636,122.80001000000001,5399
1064,0.636,122.80001000000001,5404
1065,0.636,122.80001000000001,5409
1066,0.636,122.80001000000001,5414
1067,0.748,145.79998,5419
1068,0.748,145.79998,5424
1069,0.748,145.79998,5429
1070,0.748,145.79998,5434
1071,0.748,145.79998,5440
1072,0.748,145.79998,5445
1073,0.748,145.79998,5450
1074,0.748,145.79998,5455
1075,0.748,145.79998,5460
1076,0.748,145.79998,5465
1077,0.748,145.79998,5470
1078,0.748,145.79998,5475
1079,0.748,145.79998,5480
1080,1.01,195.59999,5486
1081,1.01,195.59999,5491
1082,1.01,195.59999,5496
1083,1.01,195.59999,5501
1084,1.01,195.59999,5506
1085,1.01,195.59999,5511
1086,1.01,195.59999,5516
1087,1.01,195.59999,5521
1088,1.01,195.59999,5527
1089,1.01,195.59999,5532
1090,1.01,195.59999,5537
1091,1.01,195.59999,5542
1092,1.01,195.59999,5547
1093,0.894,173.79998,5552
1094,0.894,173.79998,5557
1095,0.894,173.79998,5562
1096,0.894,173.79998,5568
1097,0.894,173.79998,5573
1098,0.894,173.79998,5578
1099,0.894,173.79998,5583
1100,0.894,173.79998,5588
1101,0.894,173.79998,5593
1102,0.894,173.79998,5598
1103,0.894,173.79998,5603
1104,0.894,173.79998,5608
1105,0.894,199.5,5614
1106,1.022,199.5,5619
1107,1.022,199.5,5624
1108,1.022,199.5,5629
1109,1.022,199.5,5634
1110,1.022,199.5,5639
1111,1.022,199.5,5644
1112,1.022,199.5,5649
1113,1.022,199.5,5655
1114,1.022,199.5,5660
1115,1.022,199.5,5665
1116,1.022,199.5,5670
1117,1.022,199.5,5675
1118,1.022,188.3,5680
1119,0.97,188.3,5685
1120,0.97,188.3,5690
1121,0.97,188.3,5696
1122,0.97,188.3,5701
1123,0.97,188.3,5706
1124,0.97,188.3,5711
1125,0.97,188.3,5716
1126,0.97,188.3,5721
1127,0.97,188.3,5726
1128,0.97,188.3,5731
1129,0.97,188.3,5736
1130,0.97,188.3,5742
1131,0.97,173.09999,5747
1132,0.892,173.09999,5752
1133,0.892,173.09999,5757
1134,0.892,173.09999,5762
1135,0.892,173.09999,5767
1136,0.892,173.09999,5772
1137,0.892,173.09999,5777
1138,0.892,173.09999,5783
1139,0.892,173.09999,5788
1140,0.892,173.09999,5793
1141,0.892,173.09999,5798
1142,0.892,173.09999,5803
1143,0.892,173.09999,5808
1144,0.892,192.99998,5813
1145,0.992,192.99998,5818
1146,0.992,192.99998,5824
1147,0.992,192.99998,5829
1148,0.992,192.99998,5834
1149,0.992,192.99998,5839
1150,0.992,192.99998,5844
1151,0.992,192.99998,5849
1152,0.992,192.99998,5854
1153,0.992,192.99998,5859
1154,0.992,192.99998,5864
1155,0.992,192.99998,5870
1156,0.992,192.99998,5875
1157,0.992,197.0,5880
1158,1.012,197.0,5885
1159,1.012,197.0,5890
1160,1.012,197.0,5895
1161,1.012,197.0,5900
1162,1.012,197.0,5905
1163,1.012,197.0,5910
1164,1.012,197.0,5915
1165,1.012,197.0,5920
1166,1.012,197.0,5925
1167,1.012,197.0,5930
1168,1.012,197.0,5935
1169,1.012,197.0,5940
1170,1.012,197.39999,5945
1171,1.016,197.39999,5950
1172,1.016,197.39999,5956
1173,1.016,197.39999,5961
1174,1.016,197.39999,5966
1175,1.016,197.39999,5971
1176,1.016,197.39999,5976
1177,1.016,197.39999,5981
1178,1.016,197.39999,5986
1179,1.016,197.39999,5991
1180,1.016,197.39999,5997
1181,1.016,197.39999,6002
1182,1.016,197.39999,6007
1183,1.016,196.89999,6012
1184,1.012,196.89999,6017
1185,1.012,196.89999,6022
1186,1.012,196.89999,6027
1187,1.012,196.89999,6032
1188,1.012,196.89999,6038
1189,1.012,196.89999,6043
1190,1.012,196.89999,6048
1191,1.012,196.89999,6053
1192,1.012,196.89999,6058
1193,1.012,196.89999,6063
1194,1.012,196.89999,6068
1195,1.012,196.89999,6073
1196,1.012,197.3,6078
1197,1.012,197.3,6084
1198,1.012,197.3,6089
1199,1.012,197.3,6094
1200,1.012,197.3,6099
1201,1.012,197.3,6104
1202,1.012,197.3,6109
1203,1.012,197.3,6114
1204,1.012,197.3,6119
1205,1.012,197.3,6125
1206,1.012,197.3,6130
1207,1.012,197.3,6135
1208,1.012,197.3,6140
1209,1.022,199.09999,6145
1210,1.022,199.09999,6150
1211,1.022,199.09999,6155
1212,1.022,199.09999,6160
1213,1.022,199.09999,6166
1214,1.022,199.09999,6171
1215,1.022,199.09999,6176
1216,1.022,199.09999,6181
1217,1.022,199.09999,6186
1218,1.022,199.09999,6191
1219,1.022,199.09999,6196
1220,1.022,199.09999,6201
1221,1.022,199.09999,6206
1222,1.022,199.0,6212
1223,1.022,199.0,6217
1224,1.022,199.0,6222
1225,1.022,199.0,6227
1226,1.022,199.0,6232
1227,1.022,199.0,6237
1228,1.022,199.0,6242
1229,1.022,199.0,6247
1230,1.022,199.0,6253
1231,1.022,199.0,6258
1232,1.022,199.0,6263
1233,1.022,199.0,6268
1234,1.022,199.0,6273
1235,1.18,230.09999,6278
1236,1.18,230.09999,6283
1237,1.18,230.09999,6288
1238,1.18,230.09999,6294
1239,1.18,230.09999,6299
1240,1.18,230.09999,6304
1241,1.18,230.09999,6309
1242,1.18,230.09999,6314
1243,1.18,230.09999,6319
1244,1.18,230.09999,6324
1245,1.18,230.09999,6329
1246,1.18,230.09999,6334
1247,1.18,230.09999,6340
1248,1.232,240.69998999999999,6345
1249,1.232,240.69998999999999,6350
1250,1.232,240.69998999999999,6355
1251,1.232,240.69998999999999,6360
1252,1.232,240.69998999999999,6365
1253,1.232,240.69998999999999,6370
1254,1.232,240.69998999999999,6375
1255,1.232,240.69998999999999,6381
1256,1.232,240.69998999999999,6386
1257,1.232,240.69998999999999,6391
1258,1.232,240.69998999999999,6396
1259,1.232,240.69998999999999,6401
1260,1.232,240.69998999999999,6406
1261,1.21,235.5,6411
1262,1.21,235.5,6416
1263,1.21,235.5,6422
1264,1.21,235.5,6427
1265,1.21,235.5,6432
1266,1.21,235.5,6437
1267,1.21,235.5,6442
1268,1.21,235.5,6447
1269,1.21,235.5,6452
1270,1.21,235.5,6456
1271,1.21,235.5,6461
1272,1.21,235.5,6467
1273,1.21,235.69998999999999,6472
1274,1.21,235.69998999999999,6477
1275,1.21,235.69998999999999,6482
1276,1.21,235.69998999999999,6487
1277,1.21,235.69998999999999,6492
1278,1.21,235.69998999999999,6497
1279,1.21,235.69998999999999,6503
1280,1.21,235.69998999999999,6509
1281,1.21,235.69998999999999,6514
1282,1.21,235.69998999999999,6519
1283,1.21,235.69998999999999,6524
1284,1.21,235.69998999999999,6529
1285,1.21,235.69998999999999,6534
1286,1.21,235.5,6539
1287,1.206,235.5,6544
1288,1.206,235.5,6549
1289,1.206,235.5,6554
1290,1.206,235.5,6559
1291,1.206,235.5,6564
1292,1.206,235.5,6569
1293,1.206,235.5,6574
1294,1.206,235.5,6579
1295,1.206,235.5,6584
1296,1.206,235.5,6589
1297,1.206,235.5,6595
1298,1.206,235.5,6600
1299,1.206,235.89999,6605
1300,1.21,235.89999,6610
1301,1.21,235.89999,6615
1302,1.21,235.89999,6620
1303,1.21,235.89999,6625
1304,1.21,235.89999,6630
1305,1.21,235.89999,6636
1306,1.21,235.89999,6641
1307,1.21,235.89999,6646
1308,1.21,235.89999,6651
1309,1.21,235.89999,6656
1310,1.21,235.89999,6661
1311,1.21,235.89999,6666
1312,1.21,235.59999,6671
1313,1.206,235.59999,6677
1314,1.206,235.59999,6682
1315,1.206,235.59999,6687
1316,1.206,235.59999,6692
1317,1.206,235.59999,6697
1318,1.206,235.59999,6702
1319,1.206,235.59999,6707
1320,1.206,235.59999,6712
1321,1.206,235.59999,6717
1322,1.206,235.59999,6723
1323,1.206,235.59999,6728
1324,1.206,235.59999,6733
1325,1.206,235.29997999999998,6738
1326,1.206,235.29997999999998,6743
1327,1.206,235.29997999999998,6748
1328,1.206,235.29997999999998,6753
1329,1.206,235.29997999999998,6758
1330,1.206,235.29997999999998,6764
1331,1.206,235.29997999999998,6769
1332,1.206,235.29997999999998,6775
1333,1.206,235.29997999999998,6780
1334,1.206,235.29997999999998,6785
1335,1.206,235.29997999999998,6790
1336,1.206,235.29997999999998,6795
1337,1.206,235.29997999999998,6800
1338,1.206,234.39999,6806
1339,1.202,234.39999,6811
1340,1.202,234.39999,6816
1341,1.202,234.39999,6821
1342,1.202,234.39999,6826
1343,1.202,234.39999,6831
1344,1.202,234.39999,6836
1345,1.202,234.39999,6841
1346,1.202,234.39999,6846
1347,1.202,234.39999,6852
1348,1.202,234.39999,6857
1349,1.202,234.39999,6862
1350,1.202,234.39999,6867
1351,1.192,232.69998999999999,6872
1352,1.192,232.69998999999999,6877
1353,1.192,232.69998999999999,6882
1354,1.192,232.69998999999999,6887
1355,1.192,232.69998999999999,6893
1356,1.192,232.69998999999999,6898
1357,1.192,232.69998999999999,6903
1358,1.192,232.69998999999999,6908
1359,1.192,232.69998999999999,6913
1360,1.192,232.69998999999999,6918
1361,1.192,232.69998999999999,6923
1362,1.192,232.69998999999999,6928
1363,1.192,232.69998999999999,6934
1364,1.192,232.79997999999998,6939
1365,1.192,232.79997999999998,6944
1366,1.192,232.79997999999998,6949
1367,1.192,232.79997999999998,6954
1368,1.192,232.79997999999998,6959
1369,1.192,232.79997999999998,6964
1370,1.192,232.79997999999998,6969
1371,1.192,232.79997999999998,6974
1372,1.192,232.79997999999998,6980
1373,1.192,232.79997999999998,6985
1374,1.192,232.79997999999998,6990
1375,1.192,232.79997999999998,6995
1376,1.192,232.79997999999998,7000
1377,1.196,233.0,7005
1378,1.196,233.0,7010
1379,1.196,233.0,7015
1380,1.196,233.0,7021
1381,1.196,233.0,7026
1382,1.196,233.0,7031
1383,1.196,233.0,7036
1384,1.196,233.0,7040
1385,1.196,233.0,7045
1386,1.196,233.0,7050
1387,1.196,233.0,7055
1388,1.196,233.0,7061
1389,1.196,233.0,7066
1390,1.18,230.19998999999999,7071
1391,1.18,230.19998999999999,7076
1392,1.18,230.19998999999999,7081
1393,1.18,230.19998999999999,7086
1394,1.18,230.19998999999999,7091
1395,1.18,230.19998999999999,7096
1396,1.18,230.19998999999999,7101
1397,1.18,230.19998999999999,7107
1398,1.18,230.19998999999999,7112
1399,1.18,230.19998999999999,7117
1400,1.18,230.19998999999999,7122
1401,1.18,230.19998999999999,7127
1402,1.18,233.3,7132
1403,1.196,233.3,7137
1404,1.196,233.3,7142
1405,1.196,233.3,7148
1406,1.196,233.3,7153
1407,1.196,233.3,7158
1408,1.196,233.3,7163
1409,1.196,233.3,7168
1410,1.196,233.3,7173
1411,1.196,233.3,7178
1412,1.196,233.3,7183
1413,1.196,233.3,7189
1414,1.196,233.3,7194
1415,1.196,236.89999,7199
1416,1.212,236.89999,7204
1417,1.212,236.89999,7209
1418,1.212,236.89999,7214
1419,1.212,236.89999,7219
1420,1.212,236.89999,7224
1421,1.212,236.89999,7229
1422,1.212,236.89999,7235
1423,1.212,236.89999,7240
1424,1.212,236.89999,7245
1425,1.212,236.89999,7250
1426,1.212,236.89999,7255
1427,1.212,236.89999,7260
1428,1.212,236.59999,7265
1429,1.212,236.59999,7270
1430,1.212,236.59999,7276
1431,1.212,236.59999,7282
1432,1.212,236.59999,7287
1433,1.212,236.59999,7292
1434,1.212,236.59999,7297
1435,1.212,236.59999,7302
1436,1.212,236.59999,7307
1437,1.212,236.59999,7312
1438,1.212,236.59999,7318
1439,1.212,236.59999,7323
1440,1.212,236.59999,7328
1441,1.212,236.99998,7333
1442,1.216,236.99998,7338
1443,1.216,236.99998,7343
1444,1.216,236.99998,7348
1445,1.216,236.99998,7353
1446,1.216,236.99998,7358
1447,1.216,236.99998,7364
1448,1.216,236.99998,7369
1449,1.216,236.99998,7374
1450,1.216,236.99998,7379
1451,1.216,236.99998,7384
1452,1.216,236.99998,7389
1453,1.216,236.99998,7394
1454,1.216,236.69998999999999,7399
1455,1.212,236.69998999999999,7405
1456,1.212,236.69998999999999,7410
1457,1.212,236.69998999999999,7415
1458,1.212,236.69998999999999,7420
1459,1.212,236.69998999999999,7425
1460,1.212,236.69998999999999,7430
1461,1.212,236.69998999999999,7435
1462,1.212,236.69998999999999,7440
1463,1.212,236.69998999999999,7446
1464,1.212,236.69998999999999,7451
1465,1.212,236.69998999999999,7456
1466,1.212,236.69998999999999,7461
1467,1.212,236.8,7466
1468,1.212,236.8,7471
1469,1.212,236.8,7476
1470,1.212,236.8,7481
1471,1.212,236.8,7486
1472,1.212,236.8,7492
1473,1.212,236.8,7497
1474,1.212,236.8,7502
1475,1.212,236.8,7507
1476,1.212,236.8,7512
1477,1.212,236.8,7517
1478,1.212,236.8,7522
1479,1.212,236.8,7527
1480,1.216,237.09999,7533
1481,1.216,237.09999,7538
1482,1.216,237.09999,7543
1483,1.216,237.09999,7548
1484,1.216,237.09999,7553
1485,1.216,237.09999,7558
1486,1.216,237.09999,7563
1487,1.216,237.09999,7568
1488,1.216,237.09999,7574
1489,1.216,237.09999,7579
1490,1.216,237.09999,7584
1491,1.216,237.09999,7589
1492,1.216,237.09999,7594
1493,1.218,237.99998,7599
1494,1.218,237.99998,7604
1495,1.218,237.99998,7609
1496,1.218,237.99998,7614
1497,1.218,237.99998,7620
1498,1.218,237.99998,7625
1499,1.218,237.99998,7630
1500,1.218,237.99998,7635
1501,1.218,237.99998,7640
1502,1.218,237.99998,7645
1503,1.218,237.99998,7650
1504,1.218,237.99998,7655
1505,1.218,237.99998,7661
1506,1.216,237.19998999999999,7666
1507,1.216,237.19998999999999,7671
1508,1.216,237.19998999999999,7676
1509,1.216,237.19998999999999,7681
1510,1.216,237.19998999999999,7686
1511,1.216,237.19998999999999,7691
1512,1.216,237.19998999999999,7696
1513,1.216,237.19998999999999,7702
1514,1.216,237.19998999999999,7707
1515,1.216,237.19998999999999,7712
1516,1.216,237.19998999999999,7717
1517,1.216,237.19998999999999,7722
1518,1.216,237.69998999999999,7727
1519,1.216,237.69998999999999,7732
1520,1.216,237.69998999999999,7737
1521,1.216,237.69998999999999,7742
1522,1.216,237.69998999999999,7748
1523,1.216,237.69998999999999,7753
1524,1.216,237.69998999999999,7758
1525,1.216,237.69998999999999,7763
1526,1.216,237.69998999999999,7768
1527,1.216,237.69998999999999,7773
1528,1.216,237.69998999999999,7778
1529,1.216,237.69998999999999,7783
1530,1.216,237.69998999999999,7789
1531,1.216,237.09999,7794
1532,1.212,237.09999,7799
1533,1.212,237.09999,7804
1534,1.212,237.09999,7809
1535,1.212,237.09999,7814
1536,1.212,237.09999,7819
1537,1.212,237.09999,7824
1538,1.212,237.09999,7830
1539,1.212,237.09999,7835
1540,1.212,237.09999,7840
1541,1.212,237.09999,7845
1542,1.212,237.09999,7850
1543,1.212,237.09999,7855
1544,1.212,236.09999,7860
1545,1.21,236.09999,7865
1546,1.21,236.09999,7870
1547,1.21,236.09999,7876
1548,1.21,236.09999,7881
1549,1.21,236.09999,7886
1550,1.21,236.09999,7891
1551,1.21,236.09999,7896
1552,1.21,236.09999,7901
1553,1.21,236.09999,7906
1554,1.21,236.09999,7911
1555,1.21,236.09999,7917
1556,1.21,236.09999,7922
1557,1.21,233.79997999999998,7928
1558,1.2,233.79997999999998,7933
1559,1.2,233.79997999999998,7938
1560,1.2,233.79997999999998,7943
1561,1.2,233.79997999999998,7948
1562,1.2,233.79997999999998,7953
1563,1.2,233.79997999999998,7959
1564,1.2,233.79997999999998,7964
1565,1.2,233.79997999999998,7969
1566,1.2,233.79997999999998,7974
1567,1.2,233.79997999999998,7979
1568,1.2,233.79997999999998,7984
1569,1.2,233.79997999999998,7989
1570,1.212,236.69998999999999,7994
1571,1.212,236.69998999999999,8000
1572,1.212,236.69998999999999,8005
1573,1.212,236.69998999999999,8010
1574,1.212,236.69998999999999,8015
1575,1.212,236.69998999999999,8020
1576,1.212,236.69998999999999,8025
1577,1.212,236.69998999999999,8030
1578,1.212,236.69998999999999,8035
1579,1.212,236.69998999999999,8040
1580,1.212,236.69998999999999,8046
1581,1.212,236.69998999999999,8051
1582,1.212,236.69998999999999,8056
1583,1.212,236.59999,8061
1584,1.212,236.59999,8066
1585,1.212,236.59999,8071
1586,1.212,236.59999,8076
1587,1.212,236.59999,8081
1588,1.212,236.59999,8087
1589,1.212,236.59999,8092
1590,1.212,236.59999,8097
1591,1.212,236.59999,8102
1592,1.212,236.59999,8107
1593,1.212,236.59999,8112
1594,1.212,236.59999,8117
1595,1.212,236.59999,8122
1596,1.212,236.69998999999999,8128
1597,1.212,236.69998999999999,8133
1598,1.212,236.69998999999999,8138
1599,1.212,236.69998999999999,8143
1600,1.212,236.69998999999999,8148
1601,1.212,236.69998999999999,8153
1602,1.212,236.69998999999999,8158
1603,1.212,236.69998999999999,8163
1604,1.212,236.69998999999999,8168
1605,1.212,236.69998999999999,8174
1606,1.212,236.69998999999999,8179
1607,1.212,236.69998999999999,8184
1608,1.212,236.69998999999999,8189
1609,1.212,236.29997999999998,8194
1610,1.212,236.29997999999998,8199
1611,1.212,236.29997999999998,8204
1612,1.212,236.29997999999998,8209
1613,1.212,236.29997999999998,8215
1614,1.212,236.29997999999998,8220
1615,1.212,236.29997999999998,8225
1616,1.212,236.29997999999998,8230
1617,1.212,236.29997999999998,8235
1618,1.212,236.29997999999998,8240
1619,1.212,236.29997999999998,8245
1620,1.212,236.29997999999998,8250
1621,1.212,236.8,8256
1622,1.212,236.8,8261
1623,1.212,236.8,8266
1624,1.212,236.8,8271
1625,1.212,236.8,8276
1626,1.212,236.8,8281
1627,1.212,236.8,8286
1628,1.212,236.8,8291
1629,1.212,236.8,8296
1630,1.212,236.8,8302
1631,1.212,236.8,8307
1632,1.212,236.8,8312
1633,1.212,236.8,8317
1634,1.212,236.39999,8322
1635,1.21,236.39999,8327
1636,1.21,236.39999,8332
1637,1.21,236.39999,8337
1638,1.21,236.39999,8343
1639,1.21,236.39999,8348
1640,1.21,236.39999,8353
1641,1.21,236.39999,8358
1642,1.21,236.39999,8363
1643,1.21,236.39999,8368
1644,1.21,236.39999,8373
1645,1.21,236.39999,8378
1646,1.21,236.39999,8384
1647,1.21,236.5,8389
1648,1.212,236.5,8394
1649,1.212,236.5,8399
1650,1.212,236.5,8404
1651,1.212,236.5,8409
1652,1.212,236.5,8414
1653,1.212,236.5,8419
1654,1.212,236.5,8424
1655,1.212,236.5,8430
1656,1.212,236.5,8435
1657,1.212,236.5,8440
1658,1.212,236.5,8445
1659,1.212,236.5,8450
1660,1.212,236.39999,8455
1661,1.212,236.39999,8460
1662,1.212,236.39999,8465
1663,1.212,236.39999,8471
1664,1.212,236.39999,8476
1665,1.212,236.39999,8481
1666,1.212,236.39999,8486
1667,1.212,236.39999,8491
1668,1.212,236.39999,8496
1669,1.212,236.39999,8501
1670,1.212,236.39999,8506
1671,1.212,236.39999,8512
1672,1.212,236.39999,8517
1673,1.212,236.59999,8522
1674,1.212,236.59999,8527
1675,1.212,236.59999,8532
1676,1.212,236.59999,8537
1677,1.212,236.59999,8542
1678,1.212,236.59999,8547
1679,1.212,236.59999,8552
1680,1.212,236.59999,8558
1681,1.212,236.59999,8563
1682,1.212,236.59999,8568
1683,1.212,236.59999,8573
1684,1.212,236.59999,8578
1685,1.212,236.59999,8583
1686,1.206,235.19997999999998,8588
1687,1.206,235.19997999999998,8593
1688,1.206,235.19997999999998,8599
1689,1.206,235.19997999999998,8604
1690,1.206,235.19997999999998,8609
1691,1.206,235.19997999999998,8614
1692,1.206,235.19997999999998,8619
1693,1.206,235.19997999999998,8624
1694,1.206,235.19997999999998,8629
1695,1.206,235.19997999999998,8634
1696,1.206,235.19997999999998,8640
1697,1.206,235.19997999999998,8645
1698,1.206,235.19997999999998,8650
1699,1.2,233.89999,8655
1700,1.2,233.89999,8660
1701,1.2,233.89999,8665
1702,1.2,233.89999,8670
1703,1.2,233.89999,8675
1704,1.2,233.89999,8680
1705,1.2,233.89999,8686
1706,1.2,233.89999,8691
1707,1.2,233.89999,8696
1708,1.2,233.89999,8701
1709,1.2,233.89999,8706
1710,1.2,233.89999,8711
1711,1.2,233.89999,8716
1712,1.186,231.89999,8721
1713,1.186,231.89999,8727
1714,1.186,231.89999,8732
1715,1.186,231.89999,8737
1716,1.186,231.89999,8742
1717,1.186,231.89999,8747
1718,1.186,231.89999,8752
1719,1.186,231.89999,8757
1720,1.186,231.89999,8762
1721,1.186,231.89999,8768
1722,1.186,231.89999,8773
1723,1.186,231.89999,8778
1724,1.186,231.89999,8783
1725,1.212,236.8,8788
1726,1.212,236.8,8793
1727,1.212,236.8,8798
1728,1.212,236.8,8803
1729,1.212,236.8,8808
1730,1.212,236.8,8814
1731,1.212,236.8,8819
1732,1.212,236.8,8824
1733,1.212,236.8,8829
1734,1.212,236.8,8834
1735,1.212,236.8,8839
1736,1.212,236.8,8844
1737,1.212,236.69998999999999,8849
1738,1.212,236.69998999999999,8855
1739,1.212,236.69998999999999,8860
1740,1.212,236.69998999999999,8865
1741,1.212,236.69998999999999,8871
1742,1.212,236.69998999999999,8876
1743,1.212,236.69998999999999,8881
1744,1.212,236.69998999999999,8886
1745,1.212,236.69998999999999,8891
1746,1.212,236.69998999999999,8897
1747,1.212,236.69998999999999,8902
1748,1.212,236.69998999999999,8907
1749,1.212,236.69998999999999,8912
1750,1.212,236.8,8917
1751,1.212,236.8,8922
1752,1.212,236.8,8927
1753,1.212,236.8,8932
1754,1.212,236.8,8938
1755,1.212,236.8,8943
1756,1.212,236.8,8948
1757,1.212,236.8,8953
1758,1.212,236.8,8958
1759,1.212,236.8,8963
1760,1.212,236.8,8968
1761,1.212,236.8,8973
1762,1.212,236.8,8978
1763,1.212,236.39999,8984
1764,1.212,236.39999,8989
1765,1.212,236.39999,8994
1766,1.212,236.39999,8999
1767,1.212,236.39999,9004
1768,1.212,236.39999,9009
1769,1.212,236.39999,9014
1770,1.212,236.39999,9019
1771,1.212,236.39999,9025
1772,1.212,236.39999,9030
1773,1.212,236.39999,9035
1774,1.212,236.39999,9040
1775,1.212,236.39999,9045
1776,1.212,238.19998999999999,9050
1777,1.222,238.19998999999999,9055
1778,1.222,238.19998999999999,9060
1779,1.222,238.19998999999999,9066
1780,1.222,238.19998999999999,9071
1781,1.222,238.19998999999999,9076
1782,1.222,238.19998999999999,9081
1783,1.222,238.19998999999999,9086
1784,1.222,238.19998999999999,9091
1785,1.222,238.19998999999999,9096
1786,1.222,238.19998999999999,9101
1787,1.222,238.19998999999999,9106
1788,1.222,238.19998999999999,9112
1789,1.212,236.5,9117
1790,1.212,236.5,9122
1791,1.212,236.5,9127
1792,1.212,236.5,9132
1793,1.212,236.5,9137
1794,1.212,236.5,9142
1795,1.212,236.5,9147
1796,1.212,236.5,9153
1797,1.212,236.5,9158
1798,1.212,236.5,9163
1799,1.212,236.5,9168
1800,1.212,236.5,9173
1801,1.212,236.5,9178
1802,1.212,236.69998999999999,9183
1803,1.212,236.69998999999999,9188
1804,1.212,236.69998999999999,9194
1805,1.212,236.69998999999999,9199
1806,1.212,236.69998999999999,9204
1807,1.212,236.69998999999999,9209
1808,1.212,236.69998999999999,9214
1809,1.212,236.69998999999999,9219
1810,1.212,236.69998999999999,9224
1811,1.212,236.69998999999999,9229
1812,1.212,236.69998999999999,9234
1813,1.212,236.69998999999999,9240
1814,1.212,236.69998999999999,9245
1815,1.212,236.39999,9250
1816,1.212,236.39999,9255
1817,1.212,236.39999,9260
1818,1.212,236.39999,9265
1819,1.212,236.39999,9270
1820,1.212,236.39999,9275
1821,1.212,236.39999,9281
1822,1.212,236.39999,9286
1823,1.212,236.39999,9291
1824,1.212,236.39999,9296
1825,1.212,236.39999,9301
1826,1.212,236.39999,9306
1827,1.212,236.39999,9311
1828,1.212,236.69998999999999,9316
1829,1.212,236.69998999999999,9322
1830,1.212,236.69998999999999,9327
1831,1.212,236.69998999999999,9332
1832,1.212,236.69998999999999,9337
1833,1.212,236.69998999999999,9342
1834,1.212,236.69998999999999,9347
1835,1.212,236.69998999999999,9352
1836,1.212,236.69998999999999,9357
1837,1.212,236.69998999999999,9362
1838,1.212,236.69998999999999,9368
1839,1.212,236.69998999999999,9373
1840,1.212,236.69998999999999,9378
1841,1.212,236.39999,9383
1842,1.212,236.39999,9388
1843,1.212,236.39999,9393
1844,1.212,236.39999,9398
1845,1.212,236.39999,9403
1846,1.212,236.39999,9409
1847,1.212,236.39999,9414
1848,1.212,236.39999,9419
1849,1.212,236.39999,9424
1850,1.212,236.39999,9429
1851,1.212,236.39999,9434
1852,1.212,236.39999,9439
1853,1.212,236.69998999999999,9444
1854,1.212,236.69998999999999,9450
1855,1.212,236.69998999999999,9455
1856,1.212,236.69998999999999,9460
1857,1.212,236.69998999999999,9465
1858,1.212,236.69998999999999,9470
1859,1.212,236.69998999999999,9475
1860,1.212,236.69998999999999,9480
1861,1.212,236.69998999999999,9485
1862,1.212,236.69998999999999,9490
1863,1.212,236.69998999999999,9496
1864,1.212,236.69998999999999,9501
1865,1.212,236.69998999999999,9506
1866,1.212,233.69998999999999,9511
1867,1.196,233.69998999999999,9516
1868,1.196,233.69998999999999,9521
1869,1.196,233.69998999999999,9526
1870,1.196,233.69998999999999,9531
1871,1.196,233.69998999999999,9537
1872,1.196,233.69998999999999,9542
1873,1.196,233.69998999999999,9547
1874,1.196,233.69998999999999,9552
1875,1.196,233.69998999999999,9557
1876,1.196,233.69998999999999,9562
1877,1.196,233.69998999999999,9567
1878,1.196,233.69998999999999,9572
1879,1.196,237.09999,9578
1880,1.216,237.09999,9583
1881,1.216,237.09999,9588
1882,1.216,237.09999,9593
1883,1.216,237.09999,9598
1884,1.216,237.09999,9603
1885,1.216,237.09999,9608
1886,1.216,237.09999,9613
1887,1.216,237.09999,9618
1888,1.216,237.09999,9624
1889,1.216,237.09999,9629
1890,1.216,237.09999,9634
1891,1.216,237.09999,9639
1892,1.216,236.8,9644
1893,1.212,236.8,9649
1894,1.212,236.8,9654
1895,1.212,236.8,9659
1896,1.212,236.8,9665
1897,1.212,236.8,9670
1898,1.212,236.8,9675
1899,1.212,236.8,9680
1900,1.212,236.8,9685
1901,1.212,236.8,9690
1902,1.212,236.8,9695
1903,1.212,236.8,9700
1904,1.212,236.8,9706
1905,1.212,236.69998999999999,9711
1906,1.212,236.69998999999999,9716
1907,1.212,236.69998999999999,9721
1908,1.212,236.69998999999999,9726
1909,1.212,236.69998999999999,9731
1910,1.212,236.69998999999999,9736
1911,1.212,236.69998999999999,9741
1912,1.212,236.69998999999999,9746
1913,1.212,236.69998999999999,9752
1914,1.212,236.69998999999999,9757
1915,1.212,236.69998999999999,9762
1916,1.212,236.69998999999999,9767
1917,1.212,236.69998999999999,9772
1918,1.21,236.19998999999999,9777
1919,1.21,236.19998999999999,9782
1920,1.21,236.19998999999999,9787
1921,1.21,236.19998999999999,9793
1922,1.21,236.19998999999999,9798
1923,1.21,236.19998999999999,9803
1924,1.21,236.19998999999999,9808
1925,1.21,236.19998999999999,9813
1926,1.21,236.19998999999999,9818
1927,1.21,236.19998999999999,9823
1928,1.21,236.19998999999999,9828
1929,1.21,236.19998999999999,9834
1930,1.21,236.19998999999999,9839
1931,1.212,236.89999,9844
1932,1.212,236.89999,9849
1933,1.212,236.89999,9854
1934,1.212,236.89999,9859
1935,1.212,236.89999,9864
1936,1.212,236.89999,9869
1937,1.212,236.89999,9874
1938,1.212,236.89999,9880
1939,1.212,236.89999,9885
1940,1.212,236.89999,9890
1941,1.212,236.89999,9895
1942,1.212,236.89999,9900
1943,1.212,236.89999,9905
1944,1.202,234.89999,9910
1945,1.202,234.89999,9915
