power,current,time
0.27200,52.30000,5
0.27200,52.30000,10
0.27200,52.30000,15
0.27200,52.30000,21
0.27200,52.30000,26
0.27200,52.30000,30
0.27200,52.30000,35
0.27200,52.30000,40
0.27200,52.30000,45
0.27200,52.30000,50
0.27200,52.30000,55
0.27200,52.30000,61
0.27200,52.30000,65
0.28800,55.29999,70
0.28800,55.29999,75
0.28800,55.29999,80
0.28800,55.29999,85
0.28800,55.29999,90
0.28800,55.29999,95
0.28800,55.29999,100
0.28800,55.29999,105
0.28800,55.29999,110
0.28800,55.29999,115
0.28800,55.29999,120
0.28800,55.29999,125
0.28800,55.29999,130
0.28200,53.80000,135
0.28200,53.80000,140
0.28200,53.80000,145
0.28200,53.80000,151
0.28200,53.80000,156
0.28200,53.80000,160
0.28200,53.80000,165
0.28200,53.80000,170
0.28200,53.80000,175
0.28200,53.80000,180
0.28200,53.80000,185
0.28200,53.80000,191
0.28200,53.80000,196
0.28200,62.10000,201
0.32400,62.10000,205
0.32400,62.10000,210
0.32400,62.10000,215
0.32400,62.10000,220
0.32400,62.10000,225
0.32400,62.10000,230
0.32400,62.10000,236
0.32400,62.10000,241
0.32400,62.10000,246
0.32400,62.10000,251
0.32400,62.10000,255
0.32400,62.10000,260
0.32400,67.10000,265
0.34800,67.10000,270
0.34800,67.10000,276
0.34800,67.10000,281
0.34800,67.10000,286
0.34800,67.10000,291
0.34800,67.10000,296
0.34800,67.10000,301
0.34800,67.10000,305
0.34800,67.10000,310
0.34800,67.10000,315
0.34800,67.10000,321
0.34800,67.10000,326
0.34800,54.60000,331
0.28200,54.60000,336
0.28200,54.60000,341
0.28200,54.60000,346
0.28200,54.60000,351
0.28200,54.60000,355
0.28200,54.60000,361
0.28200,54.60000,366
0.28200,54.60000,371
0.28200,54.60000,376
0.28200,54.60000,381
0.28200,54.60000,386
0.28200,54.60000,391
0.28200,55.40000,396
0.28800,55.40000,401
0.28800,55.40000,406
0.28800,55.40000,411
0.28800,55.40000,416
0.28800,55.40000,421
0.28800,55.40000,426
0.28800,55.40000,431
0.28800,55.40000,436
0.28800,55.40000,441
0.28800,55.40000,447
0.28800,55.40000,452
0.28800,55.40000,456
0.28800,55.40000,461
0.38400,73.90000,466
0.38400,73.90000,471
0.38400,73.90000,476
0.38400,73.90000,481
0.38400,73.90000,486
0.38400,73.90000,492
0.38400,73.90000,497
0.38400,73.90000,502
0.38400,73.90000,506
0.38400,73.90000,511
0.38400,73.90000,516
0.38400,73.90000,521
0.38400,73.90000,526
0.41000,79.50000,532
0.41000,79.50000,537
0.41000,79.50000,542
0.41000,79.50000,547
0.41000,79.50000,551
0.41000,79.50000,556
0.41000,79.50000,561
0.41000,79.50000,566
0.41000,79.50000,571
0.41000,79.50000,577
0.41000,79.50000,582
0.41000,79.50000,587
0.41000,79.50000,592
0.41000,79.60000,596
0.41000,79.60000,601
0.41000,79.60000,606
0.41000,79.60000,611
0.41000,79.60000,617
0.41000,79.60000,622
0.41000,79.60000,627
0.41000,79.60000,632
0.41000,79.60000,637
0.41000,79.60000,642
0.41000,79.60000,646
0.41000,79.60000,651
0.41000,79.60000,656
0.41000,79.80000,662
0.41000,79.80000,667
0.41000,79.80000,672
0.41000,79.80000,677
0.41000,79.80000,682
0.41000,79.80000,687
0.41000,79.80000,691
0.41000,79.80000,696
0.41000,79.80000,702
0.41000,79.80000,707
0.41000,79.80000,712
0.41000,79.80000,717
0.41000,79.80000,722
0.41000,79.70000,727
0.41000,79.70000,732
0.41000,79.70000,736
0.41000,79.70000,741
0.41000,79.70000,747
0.41000,79.70000,752
0.41000,79.70000,757
0.41000,79.70000,762
0.41000,79.70000,767
0.41000,79.70000,772
0.41000,79.70000,777
0.41000,79.70000,782
0.41000,79.70000,787
0.41000,83.10000,792
0.42600,83.10000,797
0.42600,83.10000,802
0.42600,83.10000,807
0.42600,83.10000,812
0.42600,83.10000,817
0.42600,83.10000,822
0.42600,83.10000,827
0.42600,83.10000,833
0.42600,83.10000,837
0.42600,83.10000,842
0.42600,83.10000,847
0.42600,83.10000,852
0.42600,83.10000,857
0.45600,88.60000,862
0.45600,88.60000,867
0.45600,88.60000,873
0.45600,88.60000,878
0.45600,88.60000,882
0.45600,88.60000,887
0.45600,88.60000,892
0.45600,88.60000,897
0.45600,88.60000,902
0.45600,88.60000,907
0.45600,88.60000,912
0.45600,88.60000,918
0.45600,88.60000,923
0.47200,92.30000,928
0.47200,92.30000,932
0.47200,92.30000,937
0.47200,92.30000,942
0.47200,92.30000,947
0.47200,92.30000,952
0.47200,92.30000,958
0.47200,92.30000,963
0.47200,92.30000,968
0.47200,92.30000,973
0.47200,92.30000,977
0.47200,92.30000,982
0.47200,92.30000,987
0.47200,63.30000,992
0.32800,63.30000,997
0.32800,63.30000,1003
0.32800,63.30000,1008
0.32800,63.30000,1013
0.32800,63.30000,1018
0.32800,63.30000,1023
0.32800,63.30000,1028
0.32800,63.30000,1033
0.32800,63.30000,1038
0.32800,63.30000,1044
0.32800,63.30000,1049
0.32800,63.30000,1054
0.32800,58.79999,1058
0.30400,58.79999,1063
0.30400,58.79999,1068
0.30400,58.79999,1073
0.30400,58.79999,1078
0.30400,58.79999,1083
0.30400,58.79999,1089
