power,time
1.21000,236.00000,11065
1.19200,242.00000,11070
1.22200,239.79998,11075
1.21200,236.19999,11080
1.21600,240.30000,11085
1.23200,243.50000,11090
1.20600,238.39999,11095
1.20600,239.59999,11100
1.21200,244.19999,11106
1.23600,237.09999,11111
1.20000,239.89999,11116
1.21200,239.59999,11121
1.21200,243.59999,11126
1.20200,237.79998,11131
1.21200,240.00000,11136
1.21000,239.30000,11141
1.22600,238.60000,11147
1.20600,239.89999,11153
1.21200,238.60000,11158
1.20600,240.59999,11163
1.21600,238.89999,11168
1.20600,238.39999,11173
1.19600,236.80000,11178
1.21000,238.89999,11183
1.19200,235.89999,11188
1.20200,236.50000,11194
1.19600,228.09999,11199
1.15600,233.49998,11204
1.18200,223.69998,11209
1.13400,233.00000,11214
1.18200,233.59999,11219
1.17600,233.09999,11224
1.20600,238.50000,11229
1.23800,245.09999,11235
1.22600,240.79998,11240
1.21800,237.39999,11245
1.20200,244.89999,11250
1.23800,239.09999,11256
1.21000,239.79998,11261
1.20200,237.89999,11266
1.23800,245.29998,11271
1.20600,238.60000,11277
1.21000,238.30000,11282
1.20600,244.99998,11287
1.23800,237.50000,11292
1.20000,239.00000,11297
1.21000,238.79998,11302
1.20600,243.50000,11307
1.20200,237.69999,11312
1.21200,239.89999,11317
1.21800,241.29998,11323
1.22600,234.00000,11328
1.18200,241.39999,11333
1.21800,240.69999,11338
1.21600,241.19999,11343
1.21800,237.99998,11348
1.20200,241.89999,11353
1.21800,241.49998,11358
1.21000,238.89999,11365
1.20200,237.99998,11370
1.21600,241.89999,11375
1.22200,238.50000,11380
1.20600,239.89999,11385
1.21200,239.79998,11390
1.21200,242.59999,11395
1.21000,239.39999,11400
1.21200,240.09999,11406
1.20600,238.39999,11411
1.22200,242.00000,11416
1.20600,240.59999,11421
1.21600,237.99998,11426
1.20600,244.09999,11431
1.23600,239.50000,11436
1.21200,240.89999,11441
1.19600,236.99998,11446
1.23200,243.89999,11452
1.21000,239.09999,11457
1.21200,239.69999,11463
1.19200,241.19999,11468
1.21800,240.09999,11473
1.21200,237.50000,11478
1.20000,241.29998,11483
1.21800,241.89999,11488
1.21000,239.00000,11494
1.20600,238.60000,11499
1.21800,241.39999,11504
1.21600,237.79998,11509
1.20200,240.19999,11514
1.21600,243.29998,11519
1.22800,241.39999,11524
1.22200,236.99998,11529
1.20000,240.39999,11535
1.23200,243.29998,11540
1.21600,240.09999,11545
1.20600,238.09999,11550
1.21800,243.00000,11555
1.22800,238.60000,11560
1.20600,238.60000,11565
1.20600,241.39999,11571
1.21800,242.19998,11577
1.22600,239.89999,11582
1.20600,238.50000,11587
1.21800,241.39999,11592
1.21200,239.89999,11597
1.21200,235.10000,11602
1.19000,241.19999,11607
1.21800,240.00000,11612
1.21200,240.39999,11618
1.21600,239.00000,11623
1.20600,240.49998,11628
1.21200,239.79998,11633
1.21600,240.59999,11638
1.21200,239.59999,11643
1.21800,239.19999,11648
1.21000,241.09999,11653
1.21800,237.79998,11658
1.20200,243.89999,11664
1.23200,238.30000,11669
1.21800,241.00000,11674
1.19200,236.00000,11679
1.23600,244.50000,11684
1.20200,238.39999,11690
1.21600,236.50000,11695
1.19600,243.89999,11700
1.23600,239.39999,11706
1.21000,238.30000,11711
1.20600,238.69998,11716
1.23200,243.59999,11721
1.21600,240.30000,11726
1.19600,236.80000,11731
1.21200,239.79998,11736
1.22800,235.50000,11741
1.19000,239.39999,11747
1.21000,238.69998,11752
1.20600,244.39999,11757
1.23600,236.50000,11762
1.21800,241.09999,11767
1.21000,239.30000,11772
1.23200,243.50000,11777
1.19200,236.09999,11782
1.21800,240.49998,11787
1.21200,240.30000,11793
1.21600,236.99998,11799
1.19600,240.19999,11804
1.21600,241.39999,11809
1.20200,237.69999,11814
1.20600,238.69998,11819
1.21200,240.00000,11824
1.22600,238.39999,11829
1.20600,239.79998,11835
1.21200,239.39999,11840
1.21200,241.69999,11845
1.22200,239.59999,11850
1.21200,240.19999,11855
1.21000,239.19999,11860
1.22200,241.89999,11865
1.20600,238.89999,11870
1.21200,236.99998,11876
1.20000,239.09999,11881
1.21000,241.00000,11886
1.21800,238.60000,11891
1.20600,238.69998,11896
1.20600,241.49998,11902
1.22200,241.59999,11907
1.20200,237.50000,11912
1.21600,241.09999,11918
1.21200,241.49998,11923
1.22200,236.00000,11928
1.19200,243.19998,11933
1.22800,238.69998,11938
1.20600,240.79998,11943
1.19000,235.89999,11948
1.22800,243.29998,11953
1.20200,237.99998,11958
1.21000,238.69998,11964
1.20200,243.89999,11969
1.23200,239.09999,11974
1.21000,237.09999,11979
1.20000,238.19999,11984
1.20200,242.59999,11989
1.19000,235.19998,11994
1.19200,235.39999,12000
1.20600,238.19999,12006
1.22600,227.10000,12011
1.15000,232.79998,12016
1.17600,235.59999,12021
1.19200,233.09999,12026
1.18000,238.09999,12031
1.20200,239.39999,12036
1.22800,243.00000,12041
1.21800,241.79998,12047
1.21000,239.19999,12052
1.21200,239.50000,12057
1.21000,239.79998,12062
1.21200,238.79998,12067
1.20600,240.79998,12072
1.21800,240.49998,12077
1.21600,240.79998,12082
1.21200,239.79998,12088
1.21800,240.89999,12093
1.21200,240.00000,12098
1.21800,239.39999,12104
1.21000,240.39999,12109
1.21600,241.49998,12114
1.22200,240.79998,12119
1.21800,239.19999,12124
1.21200,239.69999,12130
1.20600,238.69998,12135
1.21600,240.30000,12140
1.20600,238.79998,12145
1.20600,243.69999,12150
1.23200,240.69999,12155
1.21800,238.79998,12160
1.21000,240.00000,12165
1.21600,243.50000,12170
1.21600,240.49998,12176
1.19600,236.69999,12181
1.21600,240.79998,12186
1.22800,240.19999,12191
1.21600,237.60000,12196
1.20200,241.59999,12201
1.21800,241.39999,12207
1.21800,239.19999,12212
1.21000,238.39999,12218
1.22600,243.00000,12223
1.21200,239.59999,12228
1.21000,239.19999,12233
1.20600,244.39999,12238
1.23600,237.29998,12243
1.20000,240.09999,12248
1.21200,237.99998,12253
1.20200,244.50000,12259
1.23600,235.39999,12264
1.21600,240.19999,12269
1.19000,235.10000,12274
1.23600,244.19999,12279
1.20200,240.39999,12284
1.21600,239.19999,12289
1.21000,242.89999,12294
1.22800,239.19999,12301
1.21000,240.79998,12306
1.21000,239.09999,12311
1.22800,242.89999,12316
1.21000,238.69998,12321
1.21800,240.89999,12326
1.20000,244.19999,12331
1.23600,238.50000,12336
1.20600,241.59999,12341
1.22200,236.69999,12347
1.19600,243.89999,12352
1.20000,237.89999,12357
1.21200,239.79998,12362
1.20200,238.09999,12367
1.22200,238.69998,12372
1.20600,237.89999,12377
1.20200,242.29998,12382
1.22200,240.09999,12388
1.21600,240.09999,12394
1.21200,237.50000,12399
1.23200,243.59999,12404
1.20600,238.60000,12409
1.18600,234.49998,12414
1.21600,242.69999,12419
1.22600,241.19999,12424
1.21800,235.80000,12430
1.19200,241.29998,12435
1.21800,242.39999,12440
1.22600,240.69999,12445
1.19600,236.59999,12450
1.21600,240.69999,12455
1.22600,242.39999,12460
1.20600,238.69998,12465
1.20600,240.00000,12470
1.21200,243.19998,12476
1.22800,237.69999,12481
1.20200,240.09999,12486
1.21200,239.89999,12492
1.22200,242.00000,12497
1.20200,237.99998,12502
1.21200,240.00000,12507
1.21000,238.89999,12512
1.20600,238.69998,12518
1.20600,239.89999,12523
1.21200,240.69999,12528
1.21600,240.00000,12533
1.21200,239.39999,12538
1.21800,240.89999,12543
1.21200,239.50000,12548
1.19600,241.59999,12553
1.22200,237.79998,12559
1.20200,243.00000,12564
1.22800,237.79998,12569
1.20000,240.49998,12574
1.21600,236.19999,12579
1.23600,244.09999,12584
1.20200,238.30000,12589
1.21600,240.30000,12594
1.19000,243.99998,12600
1.23200,238.69998,12606
1.20600,239.09999,12611
1.21000,237.60000,12616
1.20000,243.80000,12621
1.23200,239.59999,12626
1.20200,237.39999,12631
1.21200,240.00000,12636
1.22800,242.69999,12642
1.21200,237.19999,12647
1.20000,240.89999,12652
1.21600,241.00000,12657
1.21800,238.69998,12662
1.20600,238.39999,12667
1.20600,242.19998,12672
1.21000,239.39999,12677
1.20000,237.19999,12682
1.21000,238.50000,12688
1.21000,239.79998,12693
1.21200,237.50000,12698
1.20200,241.09999,12703
1.21800,242.39999,12708
1.22600,238.50000,12713
1.20600,238.39999,12719
1.22200,241.59999,12724
1.22200,241.69999,12730
1.21000,239.59999,12735
1.20600,241.59999,12740
1.22200,241.00000,12745
1.21800,241.00000,12750
1.21800,238.19999,12755
1.20600,241.00000,12760
1.21200,239.79998,12765
1.21800,241.39999,12771
1.20200,238.09999,12776
1.21200,239.89999,12781
1.21600,241.49998,12786
1.22200,238.30000,12791
1.20600,238.50000,12796
1.20200,237.39999,12801
1.20000,237.79998,12806
1.20200,237.39999,12811
1.20200,238.39999,12817
1.18200,233.89999,12822
1.15400,231.09999,12828
1.17000,231.09999,12833
1.17000,224.50000,12838
1.13800,236.89999,12843
1.19600,226.30000,12848
1.14600,243.50000,12853
1.20600,238.89999,12859
1.21800,241.59999,12864
1.20600,238.79998,12869
1.23600,240.19999,12874
1.21200,237.09999,12879
1.20000,240.19999,12884
1.21200,243.19998,12889
1.22800,240.39999,12894
1.21600,238.09999,12900
1.21800,241.09999,12905
1.22800,243.29998,12910
1.20600,238.50000,12915
1.21000,240.59999,12920
1.21600,242.69999,12925
1.22800,239.09999,12931
1.21000,239.00000,12936
1.21000,241.79998,12942
1.21800,240.30000,12947
1.21600,240.59999,12952
1.18600,234.59999,12957
1.22200,242.19998,12962
1.20600,241.00000,12967
1.21800,239.59999,12972
1.21200,243.09999,12977
1.22800,237.99998,12982
1.20200,240.30000,12988
1.21200,239.50000,12993
1.22600,242.59999,12998
1.21000,238.89999,13003
1.21800,241.09999,13008
1.20600,243.09999,13013
1.22800,238.39999,13018
1.20600,241.59999,13023
1.22200,236.89999,13029
1.20000,244.99998,13035
1.20000,237.79998,13040
1.21600,240.49998,13045
1.19000,235.59999,13050
1.23600,239.50000,13055
1.21000,238.69998,13060
1.21000,238.50000,13065
1.20600,243.09999,13071
1.22800,240.59999,13076
1.21600,237.09999,13081
1.21600,240.79998,13086
1.21800,241.09999,13091
1.19200,235.89999,13096
1.21000,240.09999,13101
1.21200,242.80000,13106
1.22800,236.89999,13112
1.20000,240.89999,13117
1.21800,240.79998,13122
1.21600,241.09999,13127
1.19000,235.89999,13132
1.21600,240.19999,13138
1.22600,242.80000,13143
1.21200,238.69998,13148
1.20600,239.69999,13154
1.21200,244.39999,13159
1.23600,237.09999,13164
1.20000,239.89999,13169
1.20600,238.89999,13174
1.23200,243.59999,13179
1.20000,236.99998,13184
1.21800,240.59999,13189
1.21200,243.59999,13194
1.23200,238.89999,13200
1.21000,240.69999,13205
1.21600,239.19999,13210
1.21000,241.59999,13215
1.21000,239.19999,13220
1.21600,240.69999,13225
1.19200,235.50000,13230
1.21600,239.69999,13236
1.21200,240.69999,13242
1.21600,238.60000,13247
1.20600,242.19998,13252
1.22200,238.60000,13257
1.20600,240.00000,13262
1.21600,240.39999,13267
1.21800,241.19999,13272
1.21200,239.50000,13277
1.21200,242.59999,13283
1.22600,240.59999,13288
1.21600,239.00000,13293
1.21000,237.99998,13298
1.20600,243.29998,13303
1.22800,240.69999,13308
1.20600,238.09999,13313
1.28400,255.09997,13318
1.34400,266.39999,13323
1.25800,236.19999,13329
1.19600,241.29998,13334
1.21800,242.59999,13340
1.22800,241.09999,13345
1.21800,236.69999,13350
1.22200,241.49998,13355
1.22600,242.29998,13360
1.21600,240.00000,13365
1.18600,234.69999,13371
1.21600,242.49998,13376
1.22600,238.69998,13381
1.21000,239.30000,13386
1.21000,241.19999,13391
1.21800,239.50000,13396
1.21000,239.39999,13401
1.21200,239.30000,13406
1.22600,243.00000,13412
1.20200,237.39999,13417
1.21800,239.00000,13422
1.21000,243.80000,13427
1.23200,237.19999,13432
1.20000,240.89999,13437
1.21800,238.69998,13442
1.23200,243.29998,13447
1.20600,238.09999,13454
1.22200,241.59999,13459
1.20600,243.00000,13464
1.22800,237.99998,13469
1.20200,240.69999,13474
1.21600,236.89999,13479
1.19600,243.39999,13484
1.23200,238.60000,13489
1.21200,240.00000,13494
1.19600,236.89999,13500
1.23200,243.50000,13505
1.18600,239.79998,13510
1.21200,237.89999,13515
1.20200,243.80000,13520
1.23200,239.79998,13525
1.21200,238.79998,13530
1.21000,239.89999,13535
1.22800,243.00000,13541
1.21200,239.39999,13546
1.20600,238.69998,13551
1.21600,241.89999,13556
1.22200,237.09999,13562
1.20000,240.30000,13567
1.21600,241.69999,13572
1.22200,241.39999,13577
1.21800,235.89999,13583
1.21800,241.39999,13588
1.22600,242.39999,13593
1.21800,241.09999,13598
1.20000,242.80000,13603
1.22800,242.00000,13608
1.22600,237.99998,13613
1.20600,235.39999,13618
1.19000,237.79998,13624
1.22600,242.39999,13629
1.19600,236.59999,13634
1.17400,231.69998,13639
1.16000,229.50000,13644
1.19000,223.99998,13649
1.13400,228.39999,13654
1.15600,233.09999,13659
1.18000,225.19999,13666
1.14000,230.99998,13671
1.18600,233.79998,13676
1.17000,232.00000,13681
1.22200,241.79998,13686
1.21800,241.89999,13691
1.22600,240.89999,13696
1.21600,240.09999,13701
1.21200,241.19999,13706
1.21800,238.60000,13712
1.20600,242.49998,13717
1.21000,238.69998,13722
1.22200,241.89999,13727
1.20000,237.09999,13732
1.23800,238.30000,13737
1.20200,241.69999,13742
1.22200,235.50000,13747
1.19000,244.59999,13753
1.23600,238.79998,13758
1.20600,239.19999,13764
1.20200,238.30000,13769
1.23200,243.99998,13774
1.21200,240.00000,13779
1.20200,235.59999,13784
1.19200,244.99998,13789
1.23800,238.89999,13795
1.21000,239.39999,13800
1.21000,238.79998,13805
1.23600,244.59999,13810
1.20000,236.99998,13815
1.21800,241.00000,13820
1.21000,239.19999,13825
1.23600,235.69999,13830
1.19000,241.19999,13835
1.21800,239.50000,13841
1.20600,240.79998,13846
1.21800,237.89999,13851
1.21200,240.00000,13856
1.22200,242.39999,13861
1.20200,237.60000,13866
1.21200,239.89999,13872
1.21200,243.80000,13877
1.23200,237.69999,13883
1.20000,239.89999,13888
1.21200,238.79998,13893
1.20600,242.49998,13898
1.21000,239.09999,13903
1.21800,240.79998,13908
1.21200,239.59999,13913
1.22800,237.60000,13918
1.20200,237.09999,13924
1.20000,240.19999,13929
1.21600,241.29998,13934
1.21800,241.00000,13939
1.21800,238.79998,13944
1.20200,237.79998,13949
1.22600,242.69999,13954
1.21600,240.19999,13959
1.20600,238.60000,13965
1.20600,242.69999,13971
1.22600,239.69999,13976
1.21200,238.60000,13981
1.20600,240.39999,13986
1.21200,241.39999,13991
1.20600,238.60000,13996
1.20000,237.69999,14001
1.21800,241.59999,14006
1.21800,238.19999,14012
1.20600,239.59999,14017
1.21200,243.19998,14022
1.22800,241.00000,14027
1.21800,236.99998,14032
1.21600,240.49998,14037
1.22800,243.29998,14042
1.21200,239.89999,14047
1.20000,237.50000,14053
1.21600,240.79998,14058
1.21800,236.39999,14063
1.19200,240.09999,14069
1.21600,239.69999,14074
1.21200,243.69999,14079
1.20000,237.60000,14084
1.21200,239.79998,14089
1.21600,240.39999,14095
1.22600,239.30000,14100
1.21000,238.89999,14105
1.21000,240.19999,14110
1.21200,239.19999,14115
1.21000,240.00000,14120
1.21200,238.79998,14125
1.21600,240.59999,14130
1.21200,239.79998,14136
1.21800,241.19999,14141
1.21200,241.69999,14146
1.22200,240.00000,14151
1.21600,241.29998,14156
1.22200,239.39999,14161
1.21200,242.39999,14167
1.22600,239.30000,14172
1.21800,240.89999,14178
1.20200,237.60000,14183
1.23600,244.29998,14188
1.21200,241.19999,14193
1.21800,233.49998,14198
1.18200,243.89999,14203
1.23200,240.00000,14208
1.21600,238.89999,14213
1.20600,238.39999,14218
1.23600,244.50000,14224
1.21200,239.89999,14229
1.20600,238.30000,14234
1.21200,244.59999,14239
1.23600,239.39999,14244
1.21200,238.79998,14249
1.20600,239.39999,14254
1.21000,243.39999,14259
1.20600,237.89999,14265
1.21200,240.00000,14271
1.21200,240.00000,14276
1.22200,242.00000,14281
1.19200,240.09999,14286
1.21200,240.69999,14291
1.21600,240.30000,14296
1.21600,237.69999,14301
1.20200,240.79998,14307
1.22600,242.49998,14312
1.20600,238.39999,14317
1.21000,239.09999,14322
1.21800,243.09999,14327
1.22800,239.39999,14332
1.21000,238.09999,14337
1.20600,236.29998,14342
1.19600,244.29998,14347
1.23600,237.99998,14353
1.22200,241.49998,14358
1.20600,238.50000,14363
1.22800,243.09999,14368
1.20600,242.19998,14374
1.22600,237.50000,14379
1.20200,244.79998,14384
1.23800,238.50000,14389
1.20600,242.29998,14395
1.22600,235.89999,14400
1.23600,244.39999,14405
1.20200,238.19999,14410
1.21600,240.30000,14415
1.19600,242.39999,14420
1.22600,238.79998,14425
1.20600,238.39999,14430
1.20600,240.69999,14436
1.21600,240.69999,14441
1.20600,238.50000,14446
1.19600,236.19999,14451
1.21000,239.30000,14456
1.20000,237.09999,14461
1.20200,237.99998,14466
1.20600,234.59999,14471
1.19000,231.39999,14478
1.17000,237.60000,14483
1.20200,231.39999,14488
1.06200,209.79998,14493
1.16400,229.59999,14498
1.13000,223.19999,14503
1.18000,235.80000,14508
1.19600,236.09999,14513
1.19600,241.29998,14518
1.22200,243.80000,14524
1.23200,245.19999,14529
1.24200,239.50000,14534
1.21000,239.00000,14539
1.22200,241.89999,14544
1.22200,241.69999,14549
1.21800,238.89999,14554
1.21000,242.80000,14559
1.22600,238.50000,14565
1.20600,241.49998,14570
1.22200,238.39999,14575
1.20200,241.69999,14580
1.21000,239.39999,14585
1.21600,240.30000,14591
1.21600,240.59999,14596
1.21800,241.09999,14601
1.21800,239.59999,14607
1.21200,240.79998,14612
1.21800,240.39999,14617
1.21600,236.19999,14622
1.22200,241.79998,14627
1.20200,237.69999,14632
1.23800,245.09999,14637
1.21000,238.89999,14642
1.22600,236.29998,14648
1.19600,246.69998,14653
1.24800,238.39999,14658
1.20200,240.59999,14663
1.21800,236.89999,14668
1.23800,244.59999,14674
1.20600,238.79998,14679
1.20600,238.50000,14684
1.21000,243.50000,14690
1.23200,240.39999,14695
1.21600,237.69999,14700
1.20200,241.00000,14705
1.21600,242.49998,14710
1.22600,239.30000,14715
1.20200,237.99998,14720
1.22600,242.69999,14725
1.21800,240.89999,14730
1.21000,239.79998,14736
1.21200,244.19999,14741
1.23200,239.89999,14746
1.21200,240.30000,14751
1.21600,237.09999,14756
1.20200,233.09999,14761
1.16600,230.60000,14766
1.18200,234.00000,14771
1.22200,241.49998,14777
1.23200,239.59999,14783
1.21200,239.69999,14788
1.21200,241.19999,14793
1.21800,241.89999,14798
1.22200,240.19999,14803
1.21000,239.30000,14808
1.21800,241.09999,14813
1.22200,241.29998,14819
1.21800,241.19999,14824
1.21200,240.59999,14829
1.21600,242.10000,14834
1.22600,241.49998,14839
1.22200,239.50000,14844
1.21200,239.69999,14849
1.22200,242.00000,14854
1.22200,241.59999,14859
1.21000,238.69998,14865
1.21600,240.19999,14870
1.21600,242.19998,14875
1.22600,237.09999,14881
1.20000,243.89999,14886
1.23200,238.89999,14891
1.20600,241.39999,14896
1.19000,235.69999,14901
1.23200,244.19999,14907
1.19000,235.10000,14912
1.21600,238.19999,14917
1.20600,244.99998,14922
1.23800,239.39999,14927
1.21000,239.00000,14932
1.21000,239.59999,14937
1.21200,245.19999,14942
1.21200,239.59999,14948
1.21200,239.59999,14953
1.21200,239.30000,14958
1.24200,237.39999,14963
1.20200,241.19999,14968
1.21800,238.79998,14973
1.20600,245.99998,14979
1.24600,236.29998,14984
1.22600,242.19998,14990
1.20600,238.79998,14995
1.23200,243.59999,15000
1.19600,236.99998,15005
1.21800,239.30000,15010
1.20600,239.79998,15015
1.21200,238.79998,15020
1.20600,240.39999,15025
1.21600,241.09999,15030
1.21000,239.09999,15036
1.21200,240.09999,15041
1.21200,239.89999,15046
1.20000,240.79998,15051
1.21800,239.50000,15056
1.21200,241.19999,15061
1.21800,241.19999,15066
1.21800,241.29998,15072
1.21800,239.30000,15078
1.21600,240.30000,15083
1.22600,242.49998,15088
1.22200,241.49998,15093
1.21000,239.09999,15098
1.21000,242.69999,15103
1.22600,243.09999,15108
1.22800,238.19999,15113
1.20600,241.49998,15119
1.22600,242.39999,15124
1.22200,241.69999,15129
1.19600,236.39999,15134
1.21800,241.39999,15139
1.22200,241.69999,15144
1.22200,235.89999,15149
1.19200,241.79998,15154
1.22200,239.89999,15161
1.21200,239.00000,15166
1.19600,237.19999,15171
1.22600,242.29998,15176
1.21000,239.39999,15181
1.20200,234.59999,15186
1.18600,243.59999,15191
1.23200,238.39999,15196
1.20600,239.00000,15202
1.21000,239.19999,15207
1.21000,244.59999,15212
1.20000,237.29998,15217
1.21600,240.39999,15222
1.21000,239.19999,15227
1.23800,237.19999,15232
1.20000,240.69999,15237
1.21600,239.00000,15242
1.21000,243.29998,15248
1.22800,237.99998,15254
1.20200,240.79998,15259
1.21000,238.69998,15264
1.22600,242.29998,15269
1.21000,238.69998,15274
1.21800,237.79998,15279
1.20200,243.00000,15284
1.22800,238.39999,15290
1.20600,239.50000,15295
1.21200,234.10000,15300
1.21600,240.30000,15305
1.20200,237.89999,15310
1.20200,237.89999,15315
1.18000,233.19999,15320
1.15600,237.69999,15325
1.20200,226.19999,15331
1.15000,208.39999,15336
1.05800,221.80000,15341
1.12400,206.59999,15346
1.09800,217.79998,15351
1.24600,246.59999,15357
1.21600,240.49998,15362
1.11400,227.59999,15367
1.15600,210.00000,15373
1.06800,235.69999,15378
1.19000,240.09999,15383
1.21600,244.59999,15388
1.23600,246.79998,15393
1.23200,243.19998,15398
1.22200,241.29998,15403
1.23600,244.50000,15408
1.25200,241.29998,15413
1.21800,244.59999,15419
1.23600,247.59999,15424
1.25200,244.19999,15429
1.23600,244.09999,15434
1.23200,240.89999,15439
1.23600,244.99998,15444
1.23800,244.50000,15449
1.22800,243.00000,15454
1.22800,244.59999,15461
1.23600,248.49998,15466
1.25600,244.29998,15471
1.23200,240.39999,15476
1.21600,247.00000,15481
1.21600,240.49998,15486
1.23600,244.19999,15491
1.24600,246.19999,15496
1.27200,251.30000,15502
1.23600,244.59999,15507
1.23600,241.29998,15512
1.21800,248.39999,15517
1.25600,244.19999,15522
1.23200,245.99998,15527
1.23800,245.19999,15532
1.25200,247.59999,15537
1.23600,244.19999,15542
1.24800,240.49998,15548
1.21600,258.19998,15554
1.30400,242.80000,15559
1.22600,262.20001,15564
1.32800,243.99998,15569
1.23200,245.89999,15574
1.24600,246.09999,15579
1.22600,242.49998,15584
1.24200,246.30000,15590
1.25200,245.19999,15595
1.23800,241.00000,15600
1.21600,244.79998,15605
1.23600,243.89999,15610
1.23200,242.10000,15615
1.22600,243.29998,15620
1.24800,247.59999,15625
1.22800,242.89999,15631
1.22600,242.69999,15636
1.23200,249.00000,15641
1.26200,242.10000,15646
1.22200,242.00000,15651
1.22200,245.79998,15657
1.24600,248.30000,15662
1.21200,240.00000,15667
1.24800,246.69998,15673
1.21800,241.09999,15678
1.10400,216.89999,15683
1.03200,227.10000,15688
1.14600,248.79998,15693
1.25800,233.09999,15698
1.18000,205.89999,15703
1.04600,205.69999,15708
1.03800,205.39999,15714
1.16000,228.09999,15719
1.05200,208.50000,15724
1.24200,240.59999,15729
1.21600,242.29998,15734
1.22600,230.60000,15739
1.16600,238.19999,15744
1.20600,239.00000,15749
1.20600,250.40000,15754
1.21200,239.69999,15760
1.23600,244.39999,15766
1.21800,241.69999,15771
1.21800,243.80000,15776
1.23200,240.49998,15781
1.21200,254.00001,15786
1.28400,243.39999,15791
1.23200,240.89999,15796
1.21600,243.89999,15802
1.23600,244.69999,15807
1.23600,244.99998,15812
1.22600,242.69999,15817
1.28200,246.69998,15822
1.24200,243.99998,15827
1.23200,259.29998,15832
1.31000,235.19998,15837
1.19200,235.19998,15843
1.16600,229.80000,15848
1.15400,226.79998,15854
1.05200,207.99998,15859
1.20000,236.69999,15864
1.04200,236.99998,15869
1.20000,222.69999,15874
1.13000,224.59999,15879
1.13800,243.89999,15885
1.23600,242.00000,15890
1.13000,223.50000,15895
1.01600,199.29998,15900
0.99200,195.00000,15905
1.00200,198.39999,15910
1.01000,195.79998,15915
0.99600,196.40000,15920
1.00000,197.00000,15925
1.00200,199.39999,15931
1.01600,206.19998,15936
1.24600,246.39999,15941
1.23800,244.59999,15946
1.25200,247.69999,15951
1.54400,350.60000,15956
1.74600,312.19998,15962
1.56400,325.00000,15967
1.62600,335.59997,15973
1.67800,337.29998,15978
1.68200,312.70001,15983
1.65200,330.89999,15988
1.52000,303.20001,15993
1.35000,266.79998,15998
1.38600,276.80001,16003
1.39000,259.29998,16008
1.31000,220.69999,16014
1.12000,216.89999,16019
1.09800,268.50000,16024
1.34600,281.69998,16029
1.25600,250.19999,16034
1.44800,286.69998,16039
1.24200,245.69998,16044
1.27800,256.39999,16049
1.29800,252.99998,16054
1.27200,257.00000,16060
1.30000,252.59999,16066
1.27400,256.39999,16071
1.26800,251.59999,16076
1.28200,253.29998,16081
1.28200,253.69998,16086
1.30000,252.00000,16091
1.27400,233.30000,16096
1.17400,254.59999,16102
1.28800,250.09999,16107
1.26200,244.89999,16112
1.23800,240.00000,16117
1.18600,234.69999,16122
1.19600,236.39999,16127
1.21000,239.09999,16132
1.20200,235.59999,16137
1.19200,219.19999,16143
1.11400,208.39999,16148
1.06200,215.39999,16153
1.08800,230.39999,16159
1.16600,212.19999,16164
1.05200,206.80000,16169
1.11800,220.50000,16174
1.17000,231.09999,16179
1.05800,206.59999,16185
1.05200,224.19999,16190
1.13800,236.80000,16195
1.19600,239.09999,16200
1.21000,240.30000,16205
1.21600,239.39999,16210
1.21600,240.00000,16215
1.13400,223.29998,16220
1.04600,205.89999,16226
1.08400,229.09999,16231
1.16000,214.90000,16236
1.09200,205.69999,16241
1.04600,223.99998,16246
1.13400,224.50000,16251
1.14000,209.60000,16256
1.06200,209.69998,16261
1.19200,236.00000,16266
1.19600,236.69999,16272
1.22600,238.69998,16278
1.21000,236.19999,16283
1.19200,237.19999,16288
1.20000,241.39999,16293
1.22200,239.59999,16298
1.18600,234.69999,16303
1.05800,208.29998,16308
1.06200,209.09999,16314
1.17000,237.60000,16319
1.20200,241.09999,16324
1.21800,239.59999,16329
1.21200,209.30000,16334
1.06200,205.59999,16339
1.04600,229.09999,16344
1.21000,239.00000,16349
1.20600,238.30000,16355
1.21200,239.69999,16360
1.21600,238.30000,16365
1.20600,238.50000,16370
1.20600,240.19999,16375
1.21600,241.39999,16381
1.21800,237.39999,16386
1.20200,239.09999,16391
1.21200,239.59999,16397
1.21600,240.39999,16402
1.20600,238.09999,16407
1.21000,235.10000,16412
1.18600,241.00000,16417
1.21800,237.79998,16422
1.20200,239.69999,16427
1.21200,238.60000,16432
1.20600,241.89999,16437
1.21000,239.00000,16443
1.21000,239.30000,16448
1.19600,236.50000,16453
1.22800,238.09999,16458
1.20200,239.79998,16463
1.21200,236.99998,16468
1.19600,240.59999,16473
1.21600,238.09999,16478
1.20200,236.59999,16484
1.21200,240.09999,16490
1.21600,240.30000,16495
1.22200,241.49998,16500
1.19000,241.09999,16505
1.21800,237.09999,16510
1.20000,231.09999,16515
1.17000,221.89999,16520
1.12800,210.09999,16526
1.04600,206.00000,16531
1.03800,204.30000,16536
1.15000,227.29998,16541
1.18600,234.49998,16546
1.16400,204.09999,16551
1.03600,206.80000,16556
1.05200,209.89999,16561
1.06400,225.59999,16566
1.14400,227.69999,16572
1.05200,207.19999,16577
1.18200,233.89999,16582
1.16400,229.59999,16588
1.15600,206.50000,16593
1.04800,222.39999,16598
1.12800,229.50000,16603
1.16000,211.69999,16608
1.07400,207.69999,16614
1.04800,226.89999,16619
1.04200,206.00000,16624
