power,time
0.89200,177.59999,5545
0.89800,178.09999,5550
0.88400,174.79998,5555
0.90200,178.19999,5561
0.89200,176.50000,5566
0.89800,180.30000,5571
0.90400,191.89999,5576
0.96600,194.09999,5581
0.97400,191.19998,5586
0.96400,196.00000,5591
0.98600,220.19998,5596
1.10400,220.50000,5602
1.09400,218.79998,5607
1.09800,219.39999,5612
1.10800,221.59999,5617
1.10200,220.69999,5622
1.10400,220.29998,5627
1.10400,222.29998,5632
1.11400,218.30000,5637
1.09400,222.99998,5642
1.11800,220.00000,5648
0.96400,190.49998,5653
0.88200,174.49998,5658
0.89800,177.80000,5663
0.89400,176.59999,5668
0.89400,175.59999,5673
0.88800,178.19999,5678
0.90200,175.89999,5683
0.88800,176.10000,5689
0.89200,175.89999,5694
0.88800,178.69999,5699
0.88800,175.69999,5704
0.89800,177.69999,5709
0.87200,172.30000,5714
0.90200,174.49998,5719
0.88200,178.09999,5724
0.90200,176.50000,5730
0.89200,177.29998,5735
0.89800,174.19999,5740
0.88200,178.29998,5745
0.90200,176.39999,5750
0.89200,176.50000,5755
0.89200,175.89999,5760
0.90800,179.50000,5765
0.89200,175.80000,5770
0.88800,175.80000,5776
0.88800,178.50000,5781
0.89800,199.89999,5786
1.01000,186.89999,5791
0.94400,201.09999,5796
1.01600,187.79998,5801
1.02200,203.30000,5806
0.96000,191.39999,5811
0.97000,192.50000,5817
1.63600,200.09999,5822
1.01600,200.09999,5827
1.02000,201.60000,5832
1.02600,198.19999,5837
1.01000,200.80000,5842
1.02200,199.19999,5847
1.00000,196.30000,5852
1.01200,199.00000,5858
1.01200,199.00000,5863
1.02200,201.39999,5868
1.00600,200.59999,5873
1.02000,198.59999,5878
1.01000,201.99998,5883
1.02600,196.09999,5888
0.99600,201.39999,5893
1.02200,198.10000,5898
1.01600,199.89999,5904
1.00200,197.30000,5909
1.01600,200.29998,5914
1.02600,201.79998,5919
1.00600,199.80000,5924
1.01600,199.89999,5929
1.01600,200.89999,5934
1.02200,197.10000,5939
1.00200,200.80000,5945
1.02200,198.80000,5950
1.01200,199.29998,5955
1.01000,198.50000,5960
1.02200,201.09999,5965
1.01600,199.69999,5970
1.01200,199.59999,5975
1.01600,200.80000,5980
1.02200,197.00000,5986
1.00200,195.79998,5991
0.99200,200.59999,5996
1.02000,198.29998,6001
1.01000,198.69999,6006
1.01000,198.69999,6011
1.02800,202.69998,6016
1.01200,198.10000,6021
1.00600,200.09999,6026
1.01600,201.39999,6032
1.02200,198.59999,6037
1.01000,198.89999,6042
1.01200,199.89999,6047
1.01600,199.59999,6052
1.00600,197.80000,6057
1.01600,199.69999,6062
1.02000,200.69999,6067
1.00600,198.59999,6073
1.01000,198.69999,6078
1.01000,200.39999,6083
1.02000,196.59999,6088
1.00000,207.39999,6093
1.04800,215.89999,6098
1.06400,209.39999,6103
1.00200,197.49998,6108
1.02200,201.19999,6114
1.02200,200.80000,6119
1.01600,196.79998,6124
1.00200,197.30000,6129
1.00200,203.00000,6134
1.03200,195.59999,6139
0.99200,201.39999,6144
1.02200,197.89999,6149
1.01600,199.69999,6154
1.00000,197.19999,6160
1.02000,200.29998,6165
1.01000,197.89999,6170
1.00600,199.09999,6175
1.01000,199.89999,6180
1.01600,199.29998,6185
1.01200,197.89999,6190
1.00600,200.89999,6195
1.01600,199.59999,6201
1.01000,198.59999,6206
1.01200,199.09999,6211
1.07400,212.49998,6216
1.08800,213.39999,6221
1.07800,214.90000,6226
1.09200,210.19999,6231
1.06400,252.20001,6236
1.27200,252.50000,6242
1.26800,241.00000,6247
1.20200,238.19999,6252
1.19200,235.59999,6257
1.16000,229.39999,6262
1.15400,228.09999,6267
1.13800,225.49998,6272
1.14000,232.59999,6277
1.17600,241.29998,6282
1.21600,231.19999,6288
1.17000,231.60000,6293
1.17000,233.69999,6298
1.18600,235.39999,6303
1.34400,267.49996,6308
1.39000,276.50000,6313
1.27200,250.09999,6318
1.26200,249.49998,6323
1.26200,241.59999,6329
1.21800,239.59999,6334
1.21000,239.39999,6339
1.21000,239.50000,6344
1.22200,241.79998,6349
1.20600,238.50000,6354
1.21200,240.19999,6359
1.20200,238.09999,6364
1.21600,237.79998,6370
1.20000,239.59999,6375
1.21200,240.49998,6380
1.21200,239.79998,6385
1.21200,238.69998,6390
1.20600,239.30000,6395
1.21600,240.69999,6400
1.20200,237.39999,6405
1.19000,235.39999,6410
1.22200,241.69999,6416
1.20600,239.39999,6421
1.21000,238.79998,6426
1.20600,242.39999,6431
1.22600,238.39999,6436
1.20600,240.19999,6441
1.21600,238.19999,6446
1.21600,240.69999,6451
1.19200,236.69999,6457
1.21200,240.00000,6462
1.21000,240.19999,6467
1.21600,237.19999,6472
1.19600,241.39999,6477
1.21800,240.30000,6482
1.21200,238.69998,6487
1.20600,239.79998,6492
1.21200,239.79998,6498
1.21600,241.00000,6503
1.19200,236.59999,6508
1.21600,240.49998,6513
1.20600,240.09999,6518
1.21200,237.99998,6523
1.20200,241.00000,6528
1.21600,239.59999,6533
1.21200,239.50000,6538
1.21200,238.69998,6544
1.19600,236.50000,6549
1.22600,242.19998,6554
1.19600,236.50000,6559
1.22200,241.89999,6564
1.20600,240.89999,6569
1.21800,237.50000,6574
1.20000,241.29998,6579
1.21800,239.30000,6585
1.21000,238.79998,6590
1.20600,238.50000,6595
1.21600,240.59999,6600
1.20600,238.50000,6605
1.20600,238.69998,6610
1.21000,239.79998,6615
1.21200,238.09999,6620
1.20200,239.50000,6626
1.21200,240.19999,6631
1.21200,239.79998,6636
1.21200,238.39999,6641
1.20600,239.69999,6646
1.21800,241.00000,6651
1.20600,238.19999,6656
1.21200,239.79998,6661
1.21000,239.09999,6666
1.21200,236.19999,6672
1.19200,240.30000,6677
1.21200,238.39999,6682
1.20600,235.59999,6687
1.19200,240.30000,6692
1.21200,238.69998,6697
1.21800,241.39999,6702
1.19600,236.59999,6707
1.22200,241.79998,6713
1.21000,241.59999,6718
1.22200,236.50000,6723
1.19600,241.89999,6728
1.22200,238.50000,6733
1.20600,239.79998,6738
1.21200,237.99998,6743
1.21800,241.00000,6748
1.20200,238.09999,6754
1.20200,237.99998,6759
1.20600,238.89999,6764
1.21600,237.99998,6769
1.20200,238.89999,6774
1.21000,239.30000,6779
1.21000,240.30000,6784
1.21600,237.09999,6789
1.20000,240.00000,6794
1.21200,240.19999,6800
1.21200,239.50000,6805
1.20200,238.19999,6810
1.21200,239.50000,6815
1.21200,238.39999,6820
1.20600,234.29998,6825
1.18600,240.89999,6830
1.21800,239.79998,6835
1.21200,238.60000,6841
1.20600,239.50000,6846
1.21800,241.09999,6851
1.20600,238.39999,6856
1.21200,240.00000,6861
1.21000,239.30000,6866
1.21800,236.69999,6871
1.20000,241.00000,6876
1.21800,239.09999,6882
1.21000,240.49998,6887
1.21600,237.09999,6892
1.20000,241.29998,6897
1.21000,239.09999,6902
1.21200,239.69999,6907
1.20600,238.39999,6912
1.21800,238.79998,6917
1.20600,238.79998,6922
1.20600,238.69998,6928
1.20600,241.49998,6933
1.22200,237.79998,6938
1.20200,240.79998,6943
1.21800,238.60000,6948
1.22200,241.59999,6953
1.19200,236.19999,6958
1.21800,241.39999,6963
1.18600,240.00000,6969
1.21200,236.89999,6974
1.19600,240.19999,6979
1.21200,238.39999,6984
1.20600,238.69998,6989
1.20600,237.99998,6994
1.21600,240.39999,6999
1.21000,239.39999,7004
1.20600,238.69998,7010
1.21000,239.09999,7015
1.21800,238.19999,7020
1.20600,239.50000,7025
1.21200,238.89999,7030
1.20600,240.79998,7035
1.21800,237.19999,7040
1.20000,241.00000,7045
1.21000,239.19999,7050
1.21600,240.59999,7056
1.20000,237.09999,7061
1.21800,241.19999,7066
1.20600,237.60000,7071
1.20200,235.00000,7076
1.19000,237.99998,7081
1.20200,237.60000,7086
1.20200,235.50000,7091
1.19000,233.49998,7097
1.14000,224.69998,7102
1.14400,226.30000,7107
1.18600,234.80000,7112
1.19000,235.39999,7117
1.19200,234.00000,7122
1.18600,235.50000,7127
1.19000,235.50000,7132
1.19000,235.00000,7138
1.19000,234.59999,7143
1.18600,227.59999,7148
1.19000,234.49998,7153
1.15400,227.69999,7158
1.16000,228.69999,7163
1.20200,240.89999,7168
1.21800,240.19999,7173
1.21200,240.69999,7178
1.21600,241.29998,7184
1.21800,237.09999,7189
1.20000,240.79998,7194
1.20600,238.39999,7199
1.21800,241.19999,7204
1.19000,235.89999,7209
1.21600,240.30000,7214
1.21000,239.09999,7219
1.21000,238.39999,7225
1.20600,239.69999,7230
1.21200,240.59999,7235
1.21600,237.09999,7240
1.20000,240.19999,7245
1.21000,239.39999,7250
1.21800,240.89999,7255
1.20200,237.39999,7260
1.21800,237.69999,7266
1.20200,235.80000,7271
1.19200,240.30000,7276
1.21600,238.39999,7281
1.20200,240.39999,7286
1.21600,236.69999,7291
1.19600,240.19999,7296
1.21200,239.79998,7301
1.21000,239.00000,7306
1.21000,239.00000,7312
1.21000,240.00000,7317
1.21200,236.59999,7322
1.19600,240.09999,7327
1.21200,239.79998,7332
1.21200,240.89999,7337
1.21800,237.69999,7342
1.21800,241.39999,7347
1.21200,239.59999,7353
1.21000,239.39999,7358
1.20600,238.50000,7363
1.21800,239.69999,7368
1.21200,238.50000,7373
1.20600,239.59999,7378
1.21200,241.29998,7383
1.21800,238.50000,7388
1.20600,240.00000,7394
1.21000,238.89999,7399
1.21800,241.49998,7404
1.17600,232.59999,7409
1.21200,240.19999,7414
1.20600,240.30000,7419
1.21200,237.69999,7424
1.20200,241.09999,7429
1.21800,239.69999,7434
1.21200,239.79998,7440
1.21200,239.00000,7445
1.21800,240.79998,7450
1.21000,239.30000,7455
1.20200,238.09999,7460
1.21000,239.30000,7465
1.21800,238.69998,7470
1.21000,239.79998,7475
1.21200,239.30000,7481
1.21000,241.09999,7486
1.21800,236.80000,7491
1.19600,241.69999,7496
1.20600,238.79998,7501
1.21800,241.19999,7506
1.20000,236.80000,7511
1.22200,238.30000,7516
1.20200,242.80000,7522
1.22600,237.99998,7527
1.20000,240.30000,7532
1.21600,239.30000,7537
1.21000,241.19999,7542
1.19000,235.19998,7547
1.21800,241.00000,7552
1.21000,239.09999,7557
1.23200,243.80000,7562
1.21200,241.19999,7568
1.21800,236.59999,7573
1.19600,245.39999,7578
1.24200,239.59999,7583
1.21200,241.00000,7588
1.21800,236.89999,7593
1.24200,245.89999,7598
1.20600,238.50000,7603
1.21200,240.09999,7609
1.20200,237.99998,7614
1.23800,238.09999,7619
1.20200,238.19999,7624
1.20600,238.79998,7629
1.20600,243.29998,7634
1.22800,238.09999,7639
1.20200,239.00000,7644
1.21600,241.09999,7650
1.21800,241.19999,7655
1.20200,237.79998,7660
1.21200,243.29998,7665
1.22800,239.39999,7670
1.21000,238.50000,7675
1.20600,238.50000,7680
1.20600,239.79998,7685
1.21200,239.39999,7690
1.21000,238.69998,7696
1.21800,241.29998,7701
1.22800,242.69999,7706
1.21000,239.19999,7711
1.20600,241.49998,7716
1.22200,241.19999,7721
1.21800,240.89999,7726
1.21800,238.50000,7731
1.20600,241.59999,7737
1.22200,239.79998,7742
1.22200,241.49998,7747
1.20200,238.30000,7752
1.21600,240.39999,7757
1.21200,240.30000,7762
1.21600,237.99998,7767
1.20200,238.69998,7772
1.20600,240.79998,7778
1.21600,240.19999,7783
1.21600,238.60000,7788
1.20600,239.09999,7793
1.21600,240.79998,7798
1.21200,239.89999,7803
1.20600,238.19999,7808
1.21800,240.30000,7813
1.21200,239.50000,7818
1.21200,232.19999,7824
1.17400,243.99998,7829
1.23200,239.50000,7834
1.21200,240.09999,7839
1.21600,237.79998,7844
1.23800,244.79998,7849
1.21200,239.50000,7854
1.20600,238.69998,7859
1.21000,244.99998,7865
1.23800,238.89999,7870
1.21000,239.00000,7875
1.21000,238.89999,7880
1.21000,245.29998,7885
1.23800,237.19999,7890
1.21600,240.30000,7895
1.20600,238.60000,7900
1.23800,245.09999,7906
1.19200,235.89999,7911
1.21800,238.50000,7916
1.20600,241.59999,7921
1.22200,234.10000,7926
1.18200,238.30000,7931
1.20600,237.09999,7936
1.19600,236.29998,7941
1.20600,238.60000,7946
1.20600,238.19999,7952
1.17400,231.60000,7957
1.16600,230.39999,7962
1.18000,228.99998,7967
1.15600,242.10000,7972
1.22600,240.19999,7977
1.21200,242.69999,7982
1.22600,240.89999,7987
1.21800,241.09999,7993
1.21800,240.79998,7998
1.21200,239.59999,8003
1.21600,240.09999,8008
1.22600,240.59999,8013
1.21600,239.39999,8018
1.21000,238.39999,8023
1.20600,243.80000,8028
1.23200,240.89999,8034
1.21800,238.89999,8039
1.21000,239.30000,8044
1.22800,243.09999,8049
1.21800,241.19999,8054
1.20000,237.19999,8059
1.21600,242.39999,8064
1.22600,242.10000,8069
1.22600,232.69999,8074
1.17600,240.30000,8080
1.21200,241.59999,8085
1.22200,238.69998,8090
1.21000,238.69998,8095
1.22200,242.29998,8100
1.21600,240.30000,8105
1.20200,239.00000,8110
1.20600,243.50000,8115
1.22800,239.09999,8121
1.21000,238.79998,8126
1.21000,239.50000,8131
1.21200,244.69999,8136
1.23800,237.89999,8141
1.21800,241.00000,8146
1.21200,239.50000,8151
1.23600,244.39999,8156
1.19600,236.99998,8162
1.21600,239.50000,8167
1.21200,243.39999,8172
1.23200,238.39999,8177
1.20600,240.79998,8182
1.21800,239.19999,8187
1.21000,242.49998,8192
1.21000,239.09999,8197
1.21800,241.09999,8202
1.20600,238.30000,8208
1.22600,235.00000,8213
1.19000,240.49998,8218
1.21600,237.39999,8223
1.20000,242.19998,8228
1.22200,239.09999,8233
1.21000,240.69999,8238
1.20600,238.69998,8243
1.22200,242.00000,8249
1.21200,239.59999,8254
1.21200,239.79998,8259
1.21600,240.59999,8264
1.21600,239.09999,8269
1.21000,237.89999,8274
1.20200,243.09999,8279
1.22800,240.69999,8284
1.21600,238.79998,8290
1.21000,239.30000,8295
1.22800,243.00000,8300
1.21600,240.89999,8305
1.20000,236.99998,8310
1.21800,242.69999,8315
1.22600,241.29998,8320
1.21800,236.39999,8325
1.19600,241.19999,8330
1.21800,242.59999,8336
1.22800,240.39999,8341
1.20600,238.09999,8346
1.21800,241.49998,8351
1.20600,238.60000,8356
1.20600,239.59999,8361
1.21200,241.19999,8366
1.21800,241.29998,8371
1.21800,238.79998,8377
1.20600,239.09999,8382
1.21000,241.69999,8387
1.21000,238.79998,8392
1.21600,240.59999,8397
1.21000,239.30000,8402
1.22800,243.39999,8407
1.20000,240.79998,8412
1.21800,238.79998,8418
1.20600,243.29998,8423
1.22800,237.69999,8428
1.20200,241.29998,8433
1.21800,238.50000,8438
1.22800,243.09999,8443
1.20600,238.19999,8448
1.21800,241.00000,8453
1.20000,237.50000,8458
1.23200,237.79998,8464
1.20000,240.30000,8469
1.21600,236.00000,8474
1.19200,244.19999,8479
1.23600,239.09999,8484
1.21000,239.59999,8489
1.17600,232.89999,8494
1.23600,244.19999,8499
1.21000,239.39999,8505
1.21000,238.69998,8510
1.20600,243.89999,8515
1.23200,238.79998,8520
1.20600,238.89999,8525
1.21000,239.69999,8530
1.21000,243.00000,8535
1.22800,237.69999,8540
1.21600,240.19999,8546
1.21600,241.00000,8551
1.22200,241.69999,8556
1.19600,241.09999,8561
1.21800,241.89999,8566
1.22200,241.09999,8571
1.21800,236.59999,8576
1.19600,241.49998,8581
1.22200,242.59999,8586
1.21200,240.00000,8592
1.20000,237.50000,8597
1.21800,240.79998,8602
1.22200,242.19998,8607
1.20600,237.79998,8612
1.20000,240.39999,8617
1.21600,240.89999,8622
1.21600,239.00000,8627
1.21000,234.89999,8633
1.19000,240.30000,8638
1.21800,241.19999,8643
1.21600,240.59999,8648
1.20600,238.89999,8653
1.21200,239.89999,8658
1.21200,240.30000,8663
1.21600,239.19999,8668
1.21000,241.00000,8674
1.21800,240.30000,8679
1.21600,240.30000,8684
1.21600,239.30000,8689
1.21200,240.19999,8694
1.21200,239.89999,8699
1.21600,240.69999,8704
1.20600,242.89999,8709
1.22600,239.09999,8714
1.21000,240.69999,8720
1.21600,236.50000,8725
1.19600,244.69999,8730
1.23800,239.00000,8735
1.21000,239.00000,8740
1.18600,234.29998,8745
1.22600,242.19998,8750
1.20200,237.79998,8755
1.19200,233.19999,8761
1.18000,232.09999,8766
1.17600,233.69999,8771
1.18200,235.29998,8776
1.18600,242.80000,8781
1.22800,244.39999,8786
1.20200,237.99998,8791
1.21200,239.50000,8796
1.21000,239.59999,8802
1.23200,243.99998,8807
1.20000,241.09999,8812
1.21800,240.30000,8817
1.21200,242.10000,8822
1.22600,237.50000,8827
1.20000,240.89999,8832
1.21800,241.49998,8837
1.21200,239.89999,8842
1.21000,238.89999,8848
1.21800,241.09999,8853
1.22200,242.00000,8858
1.21000,238.60000,8863
1.20600,242.00000,8868
1.22200,237.39999,8873
1.20000,239.50000,8878
1.21200,239.59999,8883
1.21200,241.29998,8889
1.21800,241.09999,8894
1.21600,240.59999,8899
1.21000,239.30000,8904
1.21200,241.59999,8909
1.22200,240.59999,8914
1.21600,239.50000,8919
1.21200,239.00000,8924
1.21000,242.89999,8930
1.22800,240.89999,8935
1.21800,238.79998,8940
1.21000,239.59999,8945
1.22200,242.00000,8950
1.21800,241.19999,8955
1.20000,241.49998,8960
1.21800,240.89999,8965
1.21800,241.89999,8970
1.22200,235.59999,8976
1.19000,242.59999,8981
1.22600,239.09999,8986
1.21200,239.89999,8991
1.20000,237.09999,8996
1.22800,243.19998,9001
1.20600,239.00000,9006
1.20600,234.59999,9011
1.18600,244.59999,9017
1.23600,239.30000,9022
1.21200,238.69998,9027
1.20600,239.19999,9032
1.21000,244.99998,9037
1.20200,237.50000,9042
1.21600,240.30000,9047
1.20600,238.69998,9052
1.24200,245.50000,9058
1.19200,241.29998,9063
1.21800,238.50000,9068
1.20600,244.79998,9073
1.23800,236.89999,9078
1.19600,241.59999,9083
1.22200,238.09999,9088
1.22200,241.79998,9093
1.20000,237.79998,9098
1.21600,240.30000,9104
1.20600,240.89999,9109
1.21800,238.79998,9114
1.20600,239.89999,9119
1.21200,239.69999,9124
1.21000,240.39999,9129
1.21600,240.30000,9134
1.21600,239.59999,9139
1.21600,240.59999,9145
1.21000,238.79998,9150
1.19200,236.00000,9155
1.21200,241.09999,9160
1.21800,241.29998,9165
1.21800,238.50000,9170
1.20600,238.89999,9175
1.21000,242.49998,9180
1.22600,241.69999,9186
1.20200,237.89999,9191
1.21200,239.79998,9196
1.22200,241.89999,9201
1.21600,240.59999,9206
1.19200,239.59999,9211
1.21200,242.59999,9216
1.22600,240.09999,9221
1.21200,236.39999,9226
1.19200,239.89999,9232
1.21200,243.29998,9237
1.20600,238.50000,9242
1.20600,238.79998,9247
1.21200,239.79998,9252
1.23200,236.59999,9257
1.19600,239.89999,9262
1.21200,240.30000,9267
1.21200,241.00000,9273
1.21800,236.89999,9278
1.20000,239.89999,9283
1.21200,240.69999,9288
1.19000,234.89999,9293
1.21600,240.69999,9298
1.20600,238.39999,9303
1.23600,236.00000,9308
1.19200,241.79998,9314
1.22200,238.30000,9319
1.20600,244.29998,9324
1.23600,236.80000,9329
1.19600,241.00000,9334
1.20200,238.09999,9339
1.22800,243.09999,9344
1.20200,238.19999,9349
1.21600,240.19999,9354
1.20000,242.49998,9360
1.22600,238.89999,9365
1.20600,239.89999,9370
1.21200,236.99998,9375
1.20000,243.39999,9380
1.23200,239.79998,9385
1.21200,239.50000,9390
1.19600,237.19999,9395
1.22600,242.49998,9401
1.21200,239.79998,9406
1.20600,240.00000,9411
1.21200,241.19999,9416
1.21800,240.19999,9421
1.21200,236.29998,9426
1.19600,237.99998,9431
1.20200,241.39999,9436
1.20600,238.19999,9442
1.20200,237.69999,9447
1.21000,239.30000,9452
1.20600,234.39999,9457
1.18600,236.50000,9462
1.19600,242.10000,9467
1.22600,235.50000,9472
1.19200,235.29998,9477
1.19000,237.60000,9482
1.21200,239.50000,9488
1.20000,237.09999,9493
1.19200,235.69999,9498
1.20000,236.89999,9503
1.22600,232.69999,9508
1.17600,237.50000,9513
1.20200,237.69999,9518
1.20200,239.30000,9523
1.21200,236.59999,9529
1.19600,237.69999,9534
1.20200,237.79998,9539
1.19200,235.39999,9544
1.15000,227.10000,9549
1.16600,230.29998,9554
1.14000,235.00000,9559
1.19000,229.59999,9564
1.16000,237.60000,9570
1.20000,240.59999,9575
1.21600,244.09999,9580
1.23200,240.00000,9585
1.22200,241.79998,9590
1.20600,239.09999,9595
1.21600,240.19999,9600
1.20600,238.69998,9605
1.21200,242.59999,9610
1.22600,239.69999,9616
1.21200,240.30000,9621
1.21200,237.69999,9626
1.20200,244.19999,9631
1.23200,238.60000,9636
1.21200,240.09999,9641
1.20200,237.60000,9646
1.23800,244.79998,9651
1.21200,239.69999,9657
1.21200,238.69998,9662
1.20600,244.59999,9667
1.23600,236.89999,9672
1.20000,235.10000,9677
1.18600,240.39999,9682
1.22600,242.69999,9687
1.21000,239.00000,9692
1.20600,238.69998,9698
1.21600,240.49998,9703
1.22800,236.89999,9708
1.20000,240.09999,9713
1.21200,241.19999,9718
1.21800,241.59999,9723
1.22200,237.69999,9728
1.20200,240.89999,9733
1.22600,242.69999,9738
1.21200,239.59999,9744
1.21000,239.39999,9749
1.21600,243.00000,9754
1.22800,238.19999,9759
1.20600,239.50000,9764
1.21200,241.00000,9769
1.21800,242.29998,9774
1.22600,239.89999,9779
1.21200,239.00000,9785
1.21800,241.00000,9790
1.21800,240.59999,9795
1.21800,241.09999,9800
1.20600,238.69998,9805
1.21800,236.69999,9810
1.19600,240.09999,9815
1.21200,238.89999,9820
1.20600,238.69998,9826
1.20600,242.49998,9831
1.22600,241.19999,9836
1.21200,239.50000,9841
1.21000,239.30000,9846
1.22600,241.89999,9851
1.21800,238.60000,9856
1.20600,241.00000,9861
1.21600,240.59999,9866
1.21600,240.59999,9872
1.21600,236.99998,9877
1.20000,243.69999,9882
1.21200,239.39999,9887
1.21600,240.49998,9892
1.20000,237.29998,9897
1.23800,244.89999,9902
1.21000,239.50000,9907
1.21200,238.19999,9913
1.20600,245.39999,9918
1.24200,238.50000,9923
1.20600,239.19999,9928
1.21000,238.30000,9933
1.24200,245.60000,9938
1.19600,236.80000,9943
1.21200,239.69999,9948
1.16400,229.50000,9954
1.19600,230.09999,9959
1.16600,237.09999,9964
1.20000,241.19999,9969
1.21800,241.29998,9974
1.21800,238.60000,9979
1.20600,238.39999,9984
1.21600,240.79998,9989
1.21600,240.69999,9994
1.21000,239.30000,10000
1.21200,240.89999,10005
1.21600,239.59999,10010
1.21000,238.79998,10015
1.20600,240.00000,10020
1.21200,240.39999,10025
1.21600,240.00000,10030
1.21200,239.50000,10035
1.21800,240.89999,10041
1.21600,240.49998,10046
1.21800,239.59999,10051
1.21200,240.30000,10056
1.21600,241.89999,10061
1.22600,240.30000,10066
1.21600,239.00000,10071
1.20600,238.50000,10076
1.22800,243.00000,10082
1.21800,240.89999,10088
1.21200,239.30000,10093
1.20600,239.89999,10098
1.21200,239.50000,10103
1.21000,238.09999,10108
1.20600,239.19999,10113
1.21000,243.29998,10118
1.23200,240.09999,10123
1.20000,237.09999,10129
1.21600,240.39999,10134
1.22600,242.59999,10139
1.21200,237.99998,10144
1.20200,241.00000,10149
1.21600,240.09999,10154
1.21200,237.99998,10159
1.20600,239.19999,10164
1.21000,242.89999,10170
1.21200,239.79998,10175
1.20600,238.60000,10180
1.21200,239.39999,10185
1.23600,237.99998,10191
1.20600,239.89999,10196
1.21200,239.50000,10201
1.21200,244.59999,10206
1.23600,236.69999,10212
1.21600,240.39999,10217
1.21000,239.30000,10222
1.23200,243.69999,10227
1.20000,237.60000,10232
1.21600,236.89999,10237
1.20000,239.09999,10242
1.20600,240.30000,10247
1.21600,238.60000,10253
1.20600,241.29998,10258
1.21800,241.59999,10263
1.21200,239.59999,10268
1.21200,239.89999,10273
1.20200,242.29998,10278
1.22600,239.50000,10283
1.21200,240.19999,10288
1.21600,237.99998,10294
1.20200,242.19998,10300
1.22200,239.09999,10305
1.20600,238.79998,10310
1.21000,239.50000,10315
1.21800,240.89999,10320
1.21200,238.30000,10325
1.20600,242.80000,10330
1.22600,240.89999,10335
1.21800,239.00000,10341
1.21000,237.60000,10346
1.20200,241.00000,10351
1.20200,237.89999,10356
1.18600,234.29998,10361
1.20000,237.39999,10366
1.21800,227.29998,10371
1.15000,229.69999,10376
1.16400,224.69998,10382
1.14000,233.49998,10387
1.18200,224.09999,10392
1.13800,226.39999,10397
1.19200,235.50000,10402
1.19000,235.19998,10408
1.21200,240.00000,10413
1.22200,242.29998,10418
1.22600,243.50000,10424
1.23200,237.89999,10429
1.20200,240.49998,10434
1.21600,240.00000,10439
1.21200,241.19999,10444
1.21000,239.09999,10449
1.21600,240.89999,10454
1.21800,241.29998,10459
1.21200,238.79998,10464
1.20600,241.19999,10470
1.21800,240.69999,10475
1.21600,240.79998,10480
1.21800,238.50000,10485
1.20600,241.89999,10490
1.21200,239.89999,10495
1.21600,240.59999,10500
1.20200,238.39999,10505
1.21200,237.09999,10511
1.20000,241.79998,10517
1.22200,239.50000,10522
1.21200,239.50000,10527
1.21200,243.09999,10532
1.21800,241.00000,10537
1.21000,239.09999,10542
1.21000,239.30000,10547
1.22800,242.80000,10553
1.21800,237.39999,10558
1.20200,240.49998,10563
1.21600,241.79998,10568
1.22200,241.39999,10573
1.21800,235.80000,10578
1.22200,242.10000,10583
1.21200,240.30000,10588
1.21200,239.59999,10594
1.19200,242.00000,10599
1.22200,240.69999,10604
1.21600,237.69999,10609
1.20200,239.50000,10614
1.21000,242.49998,10619
1.22600,241.29998,10624
1.20000,237.09999,10629
1.21200,240.00000,10634
1.22600,242.49998,10641
1.21000,237.79998,10646
1.20200,236.09999,10651
1.19200,244.99998,10656
1.23800,236.09999,10661
1.19600,241.59999,10666
1.22200,238.39999,10671
1.23800,245.09999,10676
1.19600,236.69999,10682
1.21600,240.69999,10687
1.20000,242.80000,10692
1.22800,238.50000,10697
1.20600,240.19999,10702
1.21600,238.79998,10707
1.20600,241.49998,10712
1.22200,239.69999,10717
1.21200,239.69999,10723
1.20600,238.79998,10728
1.22200,241.49998,10733
1.21600,239.39999,10739
1.21200,239.69999,10744
1.21000,240.49998,10749
1.21600,239.89999,10754
1.21200,237.69999,10759
1.21800,241.49998,10765
1.21200,239.79998,10770
1.21800,240.79998,10775
1.20000,237.19999,10780
1.23800,237.50000,10785
1.20200,236.89999,10790
1.19600,238.89999,10795
1.21000,242.00000,10800
1.22200,240.89999,10805
1.19600,236.99998,10811
1.21200,239.50000,10816
1.22800,243.09999,10821
1.21200,237.79998,10826
1.20200,239.89999,10831
1.21200,243.99998,10837
1.23200,238.39999,10842
1.20600,238.60000,10847
1.20600,238.50000,10853
1.23200,243.59999,10858
1.20000,237.09999,10863
1.21800,240.69999,10868
1.21200,243.19998,10873
1.23200,237.79998,10878
1.20200,240.69999,10883
1.21600,240.59999,10888
1.21600,240.79998,10894
1.21800,238.39999,10899
1.21600,240.39999,10904
1.21800,241.39999,10909
1.20600,238.50000,10914
1.21200,240.69999,10919
1.21600,238.39999,10924
1.20600,238.19999,10929
1.20200,239.39999,10936
1.21200,240.39999,10941
1.22200,241.69999,10946
1.21600,240.39999,10951
1.21000,239.19999,10956
1.21200,239.50000,10961
1.21800,239.89999,10966
1.21200,239.00000,10971
1.21000,238.79998,10976
1.21000,243.09999,10982
1.22800,240.30000,10987
1.21200,239.50000,10992
1.20600,238.39999,10997
1.23200,243.39999,11002
1.21600,240.49998,11007
1.20600,239.79998,11012
1.21200,242.39999,11017
1.22600,240.79998,11023
1.21800,236.59999,11028
1.19600,241.09999,11033
1.21800,240.89999,11039
1.21200,239.79998,11044
1.20200,237.39999,11049
1.22600,239.50000,11054
1.21200,238.69998,11059
