power	current	time
0.22600	43.50000	5
0.22600	43.50000	10
0.22600	43.50000	15
0.22600	43.50000	20
0.22600	43.50000	25
0.22600	43.50000	30
0.22600	43.50000	35
0.22600	43.50000	40
0.22600	43.50000	45
0.22600	43.50000	49
0.22600	43.50000	54
0.22600	43.50000	59
0.22600	43.50000	65
0.33800	64.60000	70
0.33800	64.60000	75
0.33800	64.60000	80
0.33800	64.60000	84
0.33800	64.60000	89
0.33800	64.60000	94
0.33800	64.60000	99
0.33800	64.60000	105
0.33800	64.60000	110
0.33800	64.60000	115
0.33800	64.60000	119
0.33800	64.60000	124
0.33800	64.60000	129
0.31200	60.10000	134
0.31200	60.10000	139
0.31200	60.10000	144
0.31200	60.10000	150
0.31200	60.10000	155
0.31200	60.10000	160
0.31200	60.10000	165
0.31200	60.10000	169
0.31200	60.10000	174
0.31200	60.10000	179
0.31200	60.10000	184
0.31200	60.10000	190
0.31200	60.10000	195
0.31200	51.80000	200
0.26800	51.80000	205
0.26800	51.80000	210
0.26800	51.80000	215
0.26800	51.80000	219
0.26800	51.80000	224
0.26800	51.80000	229
0.26800	51.80000	235
0.26800	51.80000	240
0.26800	51.80000	245
0.26800	51.80000	250
0.26800	51.80000	255
0.26800	51.80000	260
0.26800	76.90000	265
0.40000	76.90000	269
0.40000	76.90000	275
0.40000	76.90000	280
0.40000	76.90000	285
0.40000	76.90000	290
0.40000	76.90000	295
0.40000	76.90000	300
0.40000	76.90000	305
0.40000	76.90000	309
0.40000	76.90000	314
0.40000	76.90000	320
0.40000	76.90000	325
0.40000	72.10000	330
0.37400	72.10000	335
0.37400	72.10000	340
0.37400	72.10000	345
0.37400	72.10000	350
0.37400	72.10000	354
0.37400	72.10000	360
0.37400	72.10000	365
0.37400	72.10000	370
0.37400	72.10000	375
0.37400	72.10000	380
0.37400	72.10000	385
0.37400	72.10000	390
0.37400	72.10000	395
0.33800	64.70000	400
0.33800	64.70000	405
0.33800	64.70000	410
0.33800	64.70000	415
0.33800	64.70000	420
0.33800	64.70000	425
0.33800	64.70000	430
0.33800	64.70000	435
0.33800	64.70000	440
0.33800	64.70000	446
0.33800	64.70000	450
0.33800	64.70000	455
0.33800	64.70000	460
0.45200	87.00000	465
0.45200	87.00000	470
0.45200	87.00000	475
0.45200	87.00000	480
0.45200	87.00000	485
0.45200	87.00000	491
0.45200	87.00000	495
0.45200	87.00000	500
0.45200	87.00000	505
0.45200	87.00000	510
0.45200	87.00000	515
0.45200	87.00000	520
0.45200	87.00000	525
0.46200	89.10000	531
0.46200	89.10000	536
0.46200	89.10000	540
0.46200	89.10000	545
0.46200	89.10000	550
0.46200	89.10000	555
0.46200	89.10000	560
0.46200	89.10000	565
0.46200	89.10000	570
0.46200	89.10000	576
0.46200	89.10000	581
0.46200	89.10000	586
0.46200	89.10000	590
0.46200	89.30000	595
0.46200	89.30000	600
0.46200	89.30000	605
0.46200	89.30000	610
0.46200	89.30000	616
0.46200	89.30000	621
0.46200	89.30000	626
0.46200	89.30000	631
0.46200	89.30000	636
0.46200	89.30000	640
0.46200	89.30000	645
0.46200	89.30000	650
0.46200	89.30000	655
0.46200	89.30000	661
0.46200	89.30000	666
0.46200	89.30000	671
0.46200	89.30000	676
0.46200	89.30000	681
0.46200	89.30000	685
0.46200	89.30000	690
0.46200	89.30000	695
0.46200	89.30000	701
0.46200	89.30000	706
0.46200	89.30000	711
0.46200	89.30000	716
0.46200	89.30000	721
0.46200	89.40000	726
0.46600	89.40000	730
0.46600	89.40000	735
0.46600	89.40000	740
0.46600	89.40000	746
0.46600	89.40000	751
0.46600	89.40000	756
0.46600	89.40000	761
0.46600	89.40000	766
0.46600	89.40000	771
0.46600	89.40000	776
0.46600	89.40000	780
0.46600	89.40000	785
0.46600	89.40000	791
0.46200	89.10000	796
0.46200	89.10000	801
0.46200	89.10000	806
0.46200	89.10000	811
0.46200	89.10000	816
0.46200	89.10000	821
0.46200	89.10000	825
0.46200	89.10000	831
0.46200	89.10000	836
0.46200	89.10000	841
0.46200	89.10000	846
0.46200	89.10000	851
0.46200	89.10000	856
0.48800	94.20000	861
0.48800	94.20000	866
